MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,Cluster_km7,Cluster_km8,Cluster_km10,Cluster_km12,Cluster_hclust7,Cluster_hclust8,Cluster_hclust10,Cluster_hclust12,ClusterScrCam_km7,ClusterScrCam_km8,ClusterScrCam_km10,ClusterScrCam_km12,ClusterScrCam_hclust7,ClusterScrCam_hclust8,ClusterScrCam_hclust10,ClusterScrCam_hclust12,ClusterScr_km7,ClusterScr_km8,ClusterScr_km10,ClusterScr_km12,ClusterScr_hclust7,ClusterScr_hclust8,ClusterScr_hclust10,ClusterScr_hclust12
Slate7 Extreme,586,slate7 extreme,hp,150.0,2013.0,12.0,2014.0,7.0,5.0,800.0,1280.0,3.1666666666667425,1,1,0,11,0,3,1,7,6,3,2,0,2,2,2,5,1,4,0,4,1,0,0,4
SM-G925A,582,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
D820f,573,desire 820,htc,270.0,2015.0,10.0,2015.833333333333,5.5,13.0,1280.0,720.0,1.3333333333337123,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
A606,573,a606,lenovo,140.0,2014.0,9.0,2014.75,5.0,8.0,854.0,480.0,2.4166666666667425,5,2,6,7,5,5,5,5,2,1,4,2,1,1,1,0,6,5,2,9,2,2,2,0
SM-T330NU,573,galaxy tab 4 8.0,samsung,270.0,2014.0,6.0,2014.5,8.0,3.15,1280.0,800.0,2.6666666666667425,0,0,5,7,2,2,2,2,0,6,9,0,2,2,2,4,1,3,0,4,1,0,0,4
i-Style 7.2,571,i-style 7.2,i-mobile,130.0,2013.0,,2013.5,4.5,5.0,854.0,480.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
SM-G925V,565,galaxy s6 edge,verizon,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
SM-J120FN,564,galaxy j1,samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,800.0,480.0,1.0833333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
D620,564,g2 mini,lg,180.0,2014.0,3.0,2014.25,4.7,8.0,960.0,540.0,2.9166666666667425,1,1,4,7,5,5,5,5,2,5,8,5,1,1,1,0,6,5,4,1,2,2,2,0
SM-J100F,564,galaxy j1,samsung,110.0,2015.0,2.0,2015.166666666667,4.3,5.0,800.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
Desire 728 Dual SIM,562,desire 728,htc,240.0,2015.0,11.0,2015.916666666667,5.5,13.0,1280.0,720.0,1.2499999999997726,3,4,1,1,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-G386F,558,galaxy core lte,samsung,260.0,2014.0,5.0,2014.416666666667,4.5,5.0,960.0,540.0,2.7499999999997726,1,0,5,7,2,2,2,2,2,5,6,5,0,0,5,11,6,5,4,1,2,2,2,0
SM-A700F,556,galaxy a7,samsung,370.0,2014.0,2.0,2014.166666666667,5.5,13.0,1920.0,1080.0,2.9999999999997726,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
GT-S7560,553,galaxy trend,samsung,130.0,2013.0,5.0,2013.416666666667,4.0,5.0,800.0,480.0,3.7499999999997726,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
SM-T210R,552,galaxy tab 3 7.0,samsung,140.0,2012.0,7.0,2012.583333333333,7.0,3.0,600.0,1024.0,4.583333333333712,4,7,3,3,0,3,1,11,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
SHV-E110S,551,galaxy s2 lte,samsung,140.0,2011.0,10.0,2011.833333333333,4.5,8.0,800.0,480.0,5.333333333333712,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
Y330-U01,549,ascend y330,huawei,70.0,2012.0,3.0,2012.25,4.0,5.0,800.0,480.0,4.9166666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
SM-A700L,549,galaxy a7,samsung,370.0,2014.0,2.0,2014.166666666667,5.5,13.0,1920.0,1080.0,2.9999999999997726,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
X12,548,x12,cubot,100.0,2015.0,10.0,2015.833333333333,5.0,5.0,540.0,960.0,1.3333333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-G870F,547,galaxy s5 active,samsung,530.0,2014.0,5.0,2014.416666666667,5.1,16.0,1920.0,1080.0,2.7499999999997726,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,3,5,4,4,1,5
Plus,546,plus,umi,200.0,2016.0,2.0,2016.166666666667,5.5,13.0,1920.0,1080.0,0.9999999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,0,2,11,0,7,7,7
GT-N7102,541,galaxy note 2,samsung,300.0,2012.0,9.0,2012.75,5.5,8.0,1280.0,720.0,4.4166666666667425,4,5,8,9,0,1,3,1,4,0,8,9,5,5,0,2,5,2,3,6,5,5,5,2
SGH-N075T,540,galaxy j,samsung,450.0,2013.0,12.0,2014.0,5.0,13.0,1920.0,1080.0,3.1666666666667425,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
Slate 7,538,slate 7,hp,130.0,2013.0,4.0,2013.333333333333,7.0,3.15,600.0,1024.0,3.8333333333337123,1,1,0,11,0,3,1,7,6,3,2,7,2,2,2,4,1,4,8,2,1,0,0,4
SM-G925W8,531,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
6039Y,524,one touch idol 3 4.7,alcatel,100.0,2015.0,10.0,2015.833333333333,4.7,13.0,1280.0,720.0,1.3333333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
E400,522,betouch e400,acer,70.0,2015.0,2.0,2015.166666666667,5.0,8.0,960.0,540.0,1.9999999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
A850i,521,a850i,lenovo,160.0,2013.0,4.0,2013.333333333333,5.5,5.0,960.0,540.0,3.8333333333337123,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,4,8,3,1,4,1
SHV-E310S,520,galaxy mega 6.3,samsung,150.0,2013.0,1.0,2013.083333333333,6.3,8.0,1280.0,720.0,4.083333333333712,4,7,4,3,0,1,9,9,6,3,8,9,5,5,0,2,1,4,8,2,1,0,8,8
SM-G870A,520,galaxy s5 active,at&t,530.0,2014.0,5.0,2014.416666666667,5.1,16.0,1920.0,1080.0,2.7499999999997726,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,3,5,4,4,1,5
SM-N9002,519,galaxy note 3,samsung,420.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
E612,518,optimus l5,lg,120.0,2012.0,6.0,2012.5,4.0,5.0,480.0,320.0,4.6666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
D850,515,g3,lg,300.0,2014.0,6.0,2014.5,5.5,13.0,2560.0,1440.0,2.6666666666667425,2,6,7,4,1,0,4,0,1,2,1,1,4,4,4,1,2,0,4,1,6,6,6,6
Smart 3,515,smart 3,beeline,80.0,2014.0,,2014.5,5.0,5.0,854.0,480.0,2.6666666666667425,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
F240L,508,optimus g pro,lg,400.0,2013.0,4.0,2013.333333333333,5.5,13.2,1920.0,1080.0,3.8333333333337123,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,6,6,6,6,6
Elite 5,504,elite 5,leagoo,610.0,2015.0,3.0,2015.25,5.5,13.0,1280.0,720.0,1.9166666666667425,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
SCH-I605,503,galaxy note 2 lte,samsung,350.0,2012.0,,2012.5,5.5,8.0,1280.0,720.0,4.6666666666667425,4,5,8,9,0,1,3,1,4,0,8,9,5,5,0,2,5,2,3,6,5,5,5,2
Desire 628 dual sim,502,desire 628 dual sim,htc,200.0,2016.0,6.0,2016.5,5.0,13.0,1280.0,720.0,0.6666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-N900W8,501,galaxy note 3,samsung,480.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,2,6,7,2,1,0,4,0,5,4,1,1,3,3,3,3,5,2,3,5,4,4,1,5
H340n,501,leon 4g,lg,120.0,2015.0,4.0,2015.333333333333,4.5,8.0,854.0,480.0,1.8333333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SHV-E500S,499,galaxy win lte,samsung,240.0,2013.0,2.0,2013.166666666667,4.7,13.2,800.0,480.0,3.9999999999997726,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,5,2,4,8,3,1,4,1
SM-J120F,497,galaxy j1,samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,854.0,480.0,1.0833333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-A500Y,497,galaxy a5,samsung,290.0,2015.0,11.0,2015.916666666667,5.0,13.0,1280.0,720.0,1.2499999999997726,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
i-Style 6,496,i-style 6,i-mobile,130.0,2013.0,,2013.5,3.5,2.0,480.0,320.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,3,0,0,8,8,3,5,5,8,3,1,4,1
SM-G928T,495,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
GT-I8200,495,galaxy s3 mini ve,samsung,180.0,2014.0,3.0,2014.25,4.0,5.0,800.0,480.0,2.9166666666667425,1,1,0,7,2,2,2,2,2,5,0,5,0,0,5,11,6,5,5,9,2,2,2,0
Blade V7,494,blade v7,zte,330.0,2016.0,8.0,2016.666666666667,5.2,5.0,1920.0,1080.0,0.4999999999997726,5,0,5,5,6,6,6,6,2,1,4,2,1,1,1,0,2,0,7,7,0,3,3,3
SM-T713,494,galaxy tab s2,samsung,370.0,2016.0,,2016.5,8.0,8.0,2048.0,1536.0,0.6666666666667425,3,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
SM-A700K,485,galaxy a7,samsung,370.0,2014.0,2.0,2014.166666666667,5.5,13.0,1920.0,1080.0,2.9999999999997726,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
P9000,482,p9000,elephone,450.0,2016.0,4.0,2016.333333333333,5.5,13.0,1920.0,1080.0,0.8333333333337123,6,3,2,6,4,4,0,4,5,4,7,8,6,6,6,6,4,1,7,7,0,3,3,3
Ultra,478,ultra,blackview,850.0,2014.0,3.0,2014.25,5.5,13.0,1280.0,720.0,2.9166666666667425,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,11
F240S,473,optimus g pro,lg,400.0,2013.0,4.0,2013.333333333333,5.5,13.0,1920.0,1080.0,3.8333333333337123,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,6,6,6,6,6
XT1072,472,moto g 2nd gen,motorola,210.0,2015.0,3.0,2015.25,5.0,8.0,1280.0,720.0,1.9166666666667425,5,2,6,7,5,5,5,5,2,1,4,2,1,1,1,0,0,0,2,1,0,3,3,3
Butterfly,466,butterfly,htc,300.0,2013.0,9.0,2013.75,5.0,5.0,1920.0,1080.0,3.4166666666667425,0,5,8,9,0,1,3,1,4,0,6,6,0,7,7,7,5,2,4,6,3,1,4,1
SM-G925T,466,galaxy s6 edge,t-mobile,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
6032,466,one touch idol alpha,alcatel,100.0,2013.0,10.0,2013.833333333333,4.7,13.0,1280.0,720.0,3.3333333333337123,2,6,4,4,1,0,4,0,1,2,8,9,5,5,0,2,6,5,5,8,3,1,4,1
SM-J110F,465,galaxy j1 ace,samsung,140.0,2015.0,10.0,2015.833333333333,4.3,5.0,800.0,480.0,1.3333333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-G5500,464,galaxy grand on,samsung,170.0,2015.0,5.0,2015.416666666667,5.1,8.0,1280.0,720.0,1.7499999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-J710K,462,galaxy j7 (2016),samsung,230.0,2016.0,4.0,2016.333333333333,5.5,13.0,1920.0,1080.0,0.8333333333337123,3,4,1,1,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-J100Y,462,galaxy j1,samsung,110.0,2015.0,2.0,2015.166666666667,4.3,5.0,800.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SM-A700S,454,galaxy a7,samsung,370.0,2014.0,2.0,2014.166666666667,5.5,13.0,1920.0,1080.0,2.9999999999997726,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
Y330-U11,453,ascend y330,huawei,70.0,2014.0,3.0,2014.25,4.0,3.15,854.0,480.0,2.9166666666667425,1,1,0,11,2,2,2,2,2,5,0,5,0,0,5,11,6,5,5,9,2,2,2,0
SM-G7508Q,452,galaxy mega 2,samsung,340.0,2014.0,9.0,2014.75,6.0,8.0,1280.0,720.0,2.4166666666667425,0,0,5,5,6,6,6,6,4,0,6,6,1,1,1,0,2,0,7,5,6,6,6,6
Lifetab P891X,450,lifetab p891x,aldi,260.0,2015.0,9.0,2015.75,8.9,5.0,1200.0,1920.0,1.4166666666667425,5,0,5,0,2,2,2,2,0,6,9,10,2,2,2,5,1,3,6,10,1,0,0,4
Smart Ultra 6,450,smart ultra 6,vodafone,80.0,2015.0,,2015.5,5.5,13.0,1920.0,1080.0,1.6666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-G903W,448,sm-g903w,samsung,370.0,2015.0,,2015.5,5.1,15.9,1920.0,1080.0,1.6666666666667425,3,4,9,6,4,4,0,4,1,2,1,1,4,4,4,1,2,0,7,7,0,3,3,3
SM-C105,447,galaxy s4 zoom,samsung,180.0,2013.0,1.0,2013.083333333333,4.3,16.0,960.0,540.0,4.083333333333712,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,3,6,1,8,3,1,4,1
Desire 610,446,desire 610,htc,300.0,2014.0,5.0,2014.416666666667,4.7,8.0,960.0,540.0,2.7499999999997726,0,0,5,7,6,6,6,6,4,0,6,6,5,5,0,2,5,2,4,1,2,2,2,0
SM-C115,442,galaxy k zoom,samsung,440.0,2014.0,6.0,2014.5,4.8,20.7,1280.0,720.0,2.6666666666667425,6,3,9,10,1,0,8,8,5,4,1,1,3,3,3,3,5,2,3,5,6,6,6,6
Desire 626G Plus,438,desire 626g plus,htc,190.0,2014.0,7.0,2014.583333333333,5.0,13.0,1280.0,720.0,2.5833333333337123,2,6,1,4,1,0,4,0,1,2,3,4,4,4,4,1,6,5,4,1,2,2,2,0
SHV-E170K,437,galaxy r style,samsung,370.0,2012.0,,2012.5,4.3,5.0,960.0,540.0,4.6666666666667425,4,5,8,9,0,1,3,1,4,7,6,11,0,7,7,7,5,2,3,6,5,5,5,2
Desire 510,437,desire 510,cricket,200.0,2014.0,9.0,2014.75,4.7,5.0,854.0,480.0,2.4166666666667425,1,1,0,7,2,2,2,2,2,5,4,5,1,1,1,0,6,5,4,1,0,3,3,3
Mi 1,436,mi-one,xiaomi,90.0,2012.0,5.0,2012.416666666667,4.0,8.0,854.0,480.0,4.749999999999773,4,7,3,3,0,1,9,9,3,7,5,3,5,5,0,10,3,6,1,3,3,1,9,9
H960,434,h960,cherry mobile,400.0,2015.0,10.0,2015.833333333333,5.7,16.0,2560.0,1440.0,1.3333333333337123,6,3,9,6,4,4,0,4,5,4,1,8,4,4,4,1,2,0,7,7,0,3,3,3
SM-A700H,433,galaxy a7,samsung,370.0,2014.0,2.0,2014.166666666667,5.5,13.0,1920.0,1080.0,2.9999999999997726,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,5,6,6,6,6
MT25i,431,xperia neo l,sony,150.0,2012.0,6.0,2012.5,4.0,5.0,854.0,480.0,4.6666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
GT-I9158V,430,galaxy mega 5.8,samsung,650.0,2013.0,11.0,2013.916666666667,5.8,8.0,960.0,540.0,3.2499999999997726,0,3,2,5,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,5,4,4,1,5
K920,429,vibe z2 pro,lenovo,430.0,2014.0,9.0,2014.75,6.0,16.0,2560.0,1440.0,2.4166666666667425,6,3,7,2,1,0,8,8,5,4,1,1,3,3,3,3,2,1,3,5,6,6,6,6
SGH-T989,426,galaxy s2,samsung,160.0,2011.0,10.0,2011.833333333333,4.5,8.0,800.0,480.0,5.333333333333712,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
SM-N910W8,421,galaxy note 4,samsung,550.0,2014.0,10.0,2014.833333333333,5.7,16.0,2560.0,1440.0,2.3333333333337123,6,3,2,8,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
SM-G928S,421,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
SM-G935P,419,galaxy s7 edge,sprint,600.0,2016.0,3.0,2016.25,5.1,12.2,2560.0,1440.0,0.9166666666667425,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
Blade A910,419,blade a910,zte,80.0,2016.0,2.0,2016.166666666667,5.5,13.0,1280.0,720.0,0.9999999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-N910P,418,galaxy note 4,sprint,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
SM-G928G,416,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
SM-G7106,415,galaxy grand 2 duos,samsung,260.0,2013.0,10.0,2013.833333333333,5.3,8.0,1280.0,720.0,3.3333333333337123,0,0,4,7,0,1,9,9,4,0,8,6,5,5,0,2,5,2,4,1,3,1,4,1
M1 8.0,415,mediapad m1,huawei,300.0,2014.0,5.0,2014.416666666667,8.0,5.0,1280.0,800.0,2.7499999999997726,0,0,5,7,2,2,2,2,0,6,9,10,2,2,2,4,1,3,6,10,1,0,0,4
SM-T325,410,galaxy tab pro 8.4,samsung,420.0,2014.0,3.0,2014.25,8.4,8.0,2560.0,1600.0,2.9166666666667425,0,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
LT30P,410,xperia t,sony,230.0,2012.0,9.0,2012.75,4.55,13.0,1280.0,720.0,4.4166666666667425,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,3,6,1,8,3,1,4,1
SHV-E310L,406,galaxy mega 6.3 lte,samsung,150.0,2013.0,1.0,2013.083333333333,6.3,8.0,1280.0,720.0,4.083333333333712,4,7,4,3,0,1,9,9,6,3,8,9,5,5,0,2,1,4,8,2,1,0,8,8
XT1052,404,moto x,motorola,250.0,2013.0,8.0,2013.666666666667,4.7,10.0,1280.0,720.0,3.4999999999997726,2,6,4,4,0,1,9,9,4,0,8,9,5,5,0,2,6,2,4,1,2,2,2,0
SM-N920P,403,galaxy note 5,sprint,530.0,2015.0,8.0,2015.666666666667,5.66,16.0,2560.0,1440.0,1.4999999999997726,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
F320K,400,g2 4g,lg,180.0,2013.0,3.0,2013.25,5.2,13.0,1920.0,1080.0,3.9166666666667425,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,6,5,4,8,3,1,4,1
SM-N9300,397,galaxy note 7 duos,samsung,850.0,2016.0,9.0,2016.75,5.7,12.2,2569.0,1440.0,0.41666666666674246,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,11
A916,397,a916,lenovo,160.0,2014.0,11.0,2014.916666666667,5.5,13.0,1280.0,720.0,2.2499999999997726,3,4,1,1,1,0,4,0,1,2,3,4,4,4,4,1,0,7,4,1,0,7,7,7
SM-G710K,394,galaxy grand 2,samsung,180.0,2014.0,1.0,2014.083333333333,5.25,8.0,1280.0,720.0,3.0833333333337123,1,1,4,7,5,5,5,5,2,5,8,5,1,1,1,0,6,5,4,1,2,2,2,0
SM-T335L,394,galaxy tab 4 8.0 3g,samsung,350.0,2014.0,6.0,2014.5,8.0,3.15,800.0,1280.0,2.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,10,2,2,2,4,1,3,6,10,1,0,0,10
SM-G930FD,392,galaxy s7,samsung,370.0,2016.0,,2016.5,5.1,12.2,2560.0,1440.0,0.6666666666667425,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
A319,392,rocstar a319,lenovo,70.0,2014.0,10.0,2014.833333333333,4.0,5.0,800.0,480.0,2.3333333333337123,1,2,6,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
SM-N750S,388,galaxy note 3 neo,samsung,410.0,2014.0,2.0,2014.166666666667,5.5,8.0,1280.0,720.0,2.9999999999997726,0,0,5,5,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,5,6,6,6,6
H955,384,g flex 2,lg,270.0,2015.0,2.0,2015.166666666667,5.5,13.0,1920.0,1080.0,1.9999999999997726,3,4,1,6,1,0,4,0,1,2,3,4,4,4,4,1,2,0,7,1,0,3,3,3
K350,380,k8,lg,150.0,2016.0,4.0,2016.333333333333,5.0,8.0,1280.0,720.0,0.8333333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
Pro 5,379,pro 5,meizu,360.0,2015.0,10.0,2015.833333333333,5.7,21.0,1920.0,1080.0,1.3333333333337123,3,4,9,10,1,0,8,8,1,2,1,4,3,3,3,3,2,0,7,7,0,3,3,3
SM-G6000,376,galaxy on7,samsung,180.0,2015.0,11.0,2015.916666666667,5.5,13.0,1280.0,720.0,1.2499999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-G928V,373,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
A3500-FL,373,a3500-fl,lenovo,240.0,2014.0,6.0,2014.5,7.0,5.0,800.0,1280.0,2.6666666666667425,1,0,5,7,2,2,2,2,0,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
Fire HD 6,372,fire hd 6,amazon,80.0,2014.0,6.0,2014.5,6.0,2.0,800.0,1280.0,2.6666666666667425,1,1,0,11,2,2,2,2,2,3,2,0,1,1,1,0,6,7,0,9,2,2,2,0
SM-A500S,371,galaxy a5,samsung,290.0,2015.0,11.0,2015.916666666667,5.0,13.0,1280.0,720.0,1.2499999999997726,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-J500Y,370,galaxy j5,samsung,160.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-N750K,368,galaxy note 3 neo lte-a,samsung,410.0,2014.0,2.0,2014.166666666667,5.5,8.0,1280.0,720.0,2.9999999999997726,0,0,5,5,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,5,6,6,6,6
SM-J510H,367,galaxy j5 (2016),samsung,250.0,2016.0,4.0,2016.333333333333,5.2,13.0,1280.0,720.0,0.8333333333337123,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-J700K,367,galaxy j7,samsung,250.0,2015.0,6.0,2015.5,5.5,16.0,1280.0,720.0,1.6666666666667425,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-T335,365,galaxy tab 4 8.0 lte,samsung,350.0,2014.0,6.0,2014.5,8.0,3.15,1280.0,800.0,2.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,10,2,2,2,4,1,3,6,10,1,0,0,10
GT-E3300V,363,manhattan,samsung,270.0,2012.0,6.0,2012.5,2.0,0.3,160.0,128.0,4.6666666666667425,4,5,8,9,0,1,3,1,3,7,5,11,0,0,8,8,3,6,1,3,5,5,5,2
SM-A500K,361,galaxy a5,samsung,290.0,2014.0,11.0,2014.916666666667,5.0,13.0,1280.0,720.0,2.2499999999997726,2,6,7,6,1,0,4,0,1,2,3,1,4,4,4,1,2,0,4,1,6,6,6,6
SM-G900,355,galaxy s5,samsung,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,6,3,7,2,1,0,8,8,5,4,1,1,3,3,3,3,5,1,3,5,4,4,1,5
SM-G530W,354,galaxy grand prime,samsung,150.0,2015.0,10.0,2015.833333333333,5.0,5.0,960.0,540.0,1.3333333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
Redmi 3X,354,redmi 3x,xiaomi,170.0,2016.0,7.0,2016.583333333333,5.0,13.0,1280.0,720.0,0.5833333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-G903M,353,galaxy s5 neo,samsung,370.0,2015.0,,2015.5,5.1,16.0,1920.0,1080.0,1.6666666666667425,3,4,9,6,4,4,0,4,1,2,1,1,4,4,4,1,2,0,7,7,0,3,3,3
