MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
A790,a790,lenovo,800,480,3.2,2013,4,14
Skypad Alpha 2,skypad alpha 2,skytex,800,480,NULL,2012,7,14
E8QP,jay from ee,zte,1024,768,5,2016,7.85,14
VS500,k8v,lg,1280,720,8,2015,5,14
Y29L,y29l,vivo,1280,720,13,2015,5,14
GT-E3309,manhattan,samsung,160,128,2,2012,2,14
Iris X1 Selfie,iris x1 selfie,lava,854,480,8,2015,4.5,14
OT-4015D,one touch pop c1 dual,alcatel,480,320,1.9,2014,3.5,14
BNRV200,nook color,barnes and noble,1024,600,NULL,2010,7,14
X515E,rider,htc,960,540,8,2011,4.3,14
H525,g4c,lg,1280,720,8,2015,5,14
LS751,volt 2,lg,1280,720,8,2015,5,14
T41,t41,panasonic,854,480,5,2014,4.5,14
Lifetab E10320,lifetab e10320,medion,800,1280,4.9,2014,10.1,14
SU660,su660,lg,800,480,8,2009,4,14
R71,r71,benq,800,480,NULL,2013,7,14
6044D,pop up,alcatel,1280,720,13,2015,5,14
inTouch 4,intouch 4,avea,720,1280,13,2014,5,14
P999,g2x,t-mobile,800,480,8,2009,4,14
U8950,ascend g600,huawei,960,540,NULL,2012,4.5,14
Slate 7 Voice Tab Ultra,slate 7 voice tab ultra,hp,1920,1200,13,2014,7,14
A315,canvas 4 plus,micromax,1280,720,13,2014,5,14
VNS-L53,p9 lite,huawei,1080,1920,13,2016,5.2,14
Q395,canvas amaze,micromax,1280,720,13,2015,5,14
RM-1072,lumia 640 lte,microsoft,1280,720,8,2015,5,14
VS425PP,optimus zone 3,verizon,854,480,8,2016,4.5,14
D690N,g3 stylus,lg,960,540,13,2014,5.5,14
SM-T817A,galaxy tab s2,at&t,1536,2048,8,2015,9.699999999999999,14
SM-G730V,galaxy s3 mini,samsung,800,480,5,2013,4,14
Loox,loox,odys,600,800,NULL,2011,7,14
U8800,impulse 4g,huawei,800,480,NULL,2011,3.82,14
GT-B5330,galaxy chat,samsung,320,240,2,2012,3,14
MOMO9,momo9,ployer,480,800,0.3,2012,7,14
G928,g928,yxtel,480,320,0.3,2013,3.5,14
Studio 5.3S,studio 5.3s,blu,960,540,8,2013,5.3,14
Aqua Star II 16GB,aqua star ii 16gb,intex,854,480,8,2015,5,14
Smart 505,smart 505,fareastone,1280,720,13,2014,5.5,14
J620,j620,tcl,854,480,5,2013,4.5,14
M799,m799,unknown,480,800,0.3,2011,7,14
SM-T817P,galaxy tab s2,sprint,1536,2048,8,2015,9.699999999999999,14
HS-U988,infinity h3,hisense,1280,720,8,2015,5.5,14
D335E,l bello,lg,854,480,8,2014,5,14
N808,n808,amoi,800,480,NULL,2012,4.3,14
70b Titanium,70b titanium,archos,800,1280,0.3,2012,7,14
D10,d10,xgody,960,540,5,2016,5.5,14
GT-I9158,galaxy mega 5.8,samsung,960,540,8,2013,5.8,14
VS880PP,g vista,lg,1280,720,8,2015,5.7,14
Xplorer V40,xplorer v40,symphony,854,480,5,2015,4.5,14
Blade V220,blade v220,zte,1280,720,13,2015,5,14
W711,w711,coolpad,480,320,2,2011,3.5,14
Spad 8088D,spad 8088d,shinco,1024,768,5,2012,8,14
T8585,hd2,htc,800,480,5,2009,4.3,14
5892,5892,coolpad,854,480,5,2014,5,14
MyTablet 7,mytablet 7,argos,600,1024,2,2014,7,14
M535,m535,infocus,1280,720,13,2015,5.5,14
P4502,life p4502,medion,960,450,5,2014,4.5,14
E270BSA,sero 7 lt,hisense,1024,600,0.3,2013,7,14
Star 4.5,star 4.5,blu,854,480,5,2014,4.5,14
ISW13HT,isw13ht,kddi,960,540,NULL,2012,4.3,14
U9000,ideos x6,huawei,800,480,NULL,2011,4.09,14
MD1008,md1008,knc,800,1280,2,2014,10.1,14
H940,one,cherry mobile,854,480,5,2015,4.5,14
97 Neon,97 neon,archos,768,1024,2,2014,9.699999999999999,14
myPad P3,mypad p3,twm,600,1024,NULL,2012,6.98,14
R7t,r7t,oppo,1920,1080,13,2015,5,14
SM-W2014,sm-w2014,samsung,800,480,13,2013,3.7,14
Venue,venue,dell,800,480,NULL,2011,4.1,14
XT918,razr d1,motorola,480,320,5,2013,3.5,13
6515LVW,one remix,verizon,1280,720,13,2014,4.5,13
F-10D,arrows x,docomo,1280,720,13.1,2012,4.6,13
Life Pure Mini,life pure mini,blu,1920,1080,13,2013,5,13
SM-T116NY,galaxy tab 3v,samsung,600,1024,2,2015,7,13
GT-I9168I,galaxy grand neo+,samsung,800,480,5,2014,5,13
Flare 4,flare 4,cherry mobile,1280,720,13,2015,5,13
X506,x506,xtouch,800,480,5,2012,5,13
L34C,optimus fuel l40,lg,480,320,3,2014,3.5,13
Knight Luxe,knight luxe,starmobile,1280,720,13,2015,5,13
Studio 6.0 LTE,studio 6.0 lte,blu,1920,1080,13,2014,6,13
VFD 200,smart first 7,vodafone,480,320,2,2016,3.5,13
YU5510A,yu yureka plus,micromax,1920,1080,NULL,2015,5.5,13
E10316,lifetab,medion,800,1280,2,2013,10,13
6010D,one touch star,alcatel,800,480,5,2013,4,13
Konnect 4,konnect 4,swipe,800,480,3.15,2014,4,13
D303,bolt d303,micromax,800,480,3.2,2015,4,13
Lai Zoro,lai zoro,mobiistar,854,480,5,2015,5,13
E5001,life,medion,854,480,8,2015,5,13
Generic Tablet,generic tablet,joinet,NULL,NULL,NULL,NULL,NULL,13
SGH-I437P,galaxy express,samsung,800,480,5,2012,4.5,13
SM-T567V,galaxy tab e 9.6,verizon,800,1280,8,2015,9.6,13
T8i,t8i,tsm,800,480,5,2013,5.3,13
SM-G800A,galaxy s5 mini,at&t,1280,720,8,2014,4.5,13
K425,k10,lg,1280,720,8,2016,5.3,13
G7-L02,ascend g7,huawei,1280,720,13,2015,5.5,13
V71QS,otis qs,vonino,600,1024,0.3,2014,7,13
Q334,canvas spark 2,micromax,854,480,5,2015,5,13
6039K,one touch idol 3,alcatel,1280,720,13,2015,4.7,13
GT-P7511,galaxy tab 10.1n,samsung,800,1280,3.15,2012,10.1,13
V891,v891,onda,800,1280,2,2015,8.9,13
Y618-T00,ascend y618,huawei,854,480,5,2014,5,13
2PQ93,one a9,sprint,1920,1080,13,2015,5,13
Smart 11,smart 11,nex,NULL,NULL,8,2014,4.5,13
N90,n90,window digital electronics,768,1024,NULL,2012,9.699999999999999,13
E971,optimus g,lg,1280,768,13,2012,4.7,13
Q336,bolt,micromax,800,480,5,2015,4.5,13
402LG,spray,lg,1280,720,8,2015,4.5,13
Xenium V787,xenium v787,philips,1920,1080,13,2015,5,13
R7005,r3,oppo,1280,720,8,2014,5,13
PSP3504DUO,muze c3,prestigio,1280,720,2,2015,5,13
H520,flare s3 lite,cherry mobile,1280,720,8,2016,5,13
GT-P7500R,galaxy tab 10.1,samsung,800,1280,3.15,2011,10.1,13
A460G,one touch pixie pulsar,alcatel,720,480,2,2015,3.97,13
SM-G730W8,galaxy s3 mini,samsung,800,480,5,2013,4,13
GM 5 Plus,gm 5 plus,general mobile,1280,720,13,2016,5.5,13
SM-T337T,galaxy tab 4 8.0,t-mobile,800,1280,3,2014,8,13
FTJ152E,katana01,freetel,854,480,NULL,2015,4.5,13
D610AR,g2 mini 3g,lg,960,540,8,2014,4.7,13
SCH-I939,galaxy s3,samsung,1280,720,8,2012,4.8,13
H961S,v10,lg,2560,1440,16,2015,5.7,13
S660W,s660w,lenovo,960,540,8,2014,4.7,13
SHW-M130L,galaxy u,samsung,800,480,5,2010,3.7,13
A788t,a788t,lenovo,854,480,8,2014,5,13
GT-S6810L,galaxy fame,samsung,480,320,5,2013,3.5,13
Energy X,energy x,blu,1280,720,8,2015,5,13
E10i,x10 mini,sony ericsson,320,240,5,2010,2.55,13
RCT6773W22B,7 voyager ii,rca tablets,600,1024,2,2015,7,13
SM-G3608,galaxy core prime,samsung,800,480,5,2014,4.5,13
V809,blade c2,zte,800,480,3.15,2013,4,13
101 G9,101 g9,archos,800,1280,0.3,2012,10.1,13
SO-03C,xperia ray,docomo,854,480,8,2010,3.3,13
X140,pulse,cherry mobile,720,1280,13,2015,5,13
A2010-a,a2010-a,lenovo,854,480,2,2015,4.5,13
TC802A,mini,le pan,768,1024,1.5,2013,8,13
SM-Z9005,zeq 9000,samsung,1280,720,8,2014,4.8,13
SM-N930T,galaxy note 7,t-mobile,2560,1440,12.2,2016,5.7,13
SO-02D,xperia nx,docomo,1280,720,12,2012,4.29,13
HNT10-1615,soultech 10,neos,600,1024,2,2015,10.1,13
Hol-T00,honor 3c,huawei,1280,720,8,2014,5,13
Infinity 2 Lite,infinity 2 lite,myphone,1280,720,13,2015,5,13
L500,l500,avvio,854,480,13,2014,5,13
Cynus F8,cynus f8,mobistel,1280,720,13,2015,5.5,13
NEM-TL00H,honor 5c,huawei,1920,1080,13,2016,5.2,13
AT10LE-A,excite,toshiba,1600,2560,8,2014,10.1,13
P480,canvas tab,micromax,600,1024,5,2015,7,13
SM-T285M,galaxy tab e,samsung,1280,800,13,2016,7,13
G735-L03,g play,huawei,1280,720,13,2015,5.5,13
Eluga A2,eluga a2,panasonic,1280,720,8,2016,5,13
Smart Box HD300,smart box hd300,gl,NULL,NULL,NULL,2015,NULL,13
Prime 558,prime 558,mobiistar,1920,1080,13,2014,5.5,13
975N,smart 3,vodafone,800,480,5,2013,4,13
50 Cobalt,50 cobalt,archos,1280,720,8,2016,5,13
MB886,atrix hd,motorola,1280,720,NULL,2012,4.5,13
9810,torch,blackberry,640,480,5,2011,3.2,13
Breeze,breeze,blackview,854,480,8,2015,4.5,13
K373,escape 3,lg,1280,720,8,2015,5,13
Ixion ML 4.7,ixion ml 4.7,dexp,540,960,8,2014,4.7,13
UP Neo,up neo,starmobile,1280,720,13,2015,5.3,13
PSP3503DUO,wize c3,prestigio,854,480,2,2015,5,13
SurfTab breeze 7.0 quad,surftab breeze 7.0 quad,trekstor,600,1024,2,2014,7,13
V980,v980,star,800,480,5,2012,4,13
3DS,3ds,nintendo,240,800,NULL,2011,4.88,13
Grand S Flex,grand s flex,zte,1280,720,8,2013,5,13
S6600,s6600,jxd,800,480,0.3,2012,7.01,13
N-06D,medias tab n-06d,docomo,800,1280,2,2012,7,13
MW0738,breeze mw0738,aoc,600,1024,2,2014,7,13
SM-T805M,galaxy tab s,samsung,1600,2560,8,2014,10.5,13
Y220-U00,ascend y220,huawei,480,320,0.3,2013,3.5,13
OT-6036Y,one touch idol 2 mini,alcatel,960,540,8,2014,4.5,13
SM-T337V,galaxy tab 4,verizon,1280,800,3,2014,8,13
Limo X2,limo x2,sky,800,480,8,2012,4.5,13
5042T,one touch pop astro,alcatel,960,540,5,2015,4.5,13
M785,m785,empire electronix,480,800,0.3,2013,7,13
N69,n69,g-plus,600,1024,2,2014,7,12
5017O,one touch pixi 3 (4.5),alcatel,854,480,8,2015,4.5,12
A6380,aria,htc,480,320,5,2009,2.84,12
Storm,storm,wileyfox,1920,1080,20,2015,5.5,12
IQ1010,iq1010,mls,800,1280,3.6,2014,9.4,12
V90,v90,chuwi,480,800,0.3,2015,9,12
X340,flare xl,cherry mobile,1280,720,13,2015,5.5,12
X7s,x7s,pipo,1080,1920,NULL,2015,13.77,12
101 Magnus,101 magnus,archos,600,1024,2,2015,10.1,12
Smart Sprint,smart sprint,mtc,540,960,5,2014,4.5,12
LT-TLA,lifetouch l,nec,800,1280,NULL,2012,10.13,12
A85,deluxe,ampe,768,1024,0.3,2012,8,12
M8t,one,htc,1920,1080,4,2016,5,12
CUN-L02,y5 ii,huawei,854,480,5,2015,4.5,12
Iris X8 L,iris x8 l,lava,1280,720,NULL,2015,4.6,12
PSP5453,multiphone 5453,prestigio,960,540,8,2014,4.5,12
HS-U601,hs-u601,hisense,800,480,5,2015,4,12
T40,t40,turkcell,800,480,5,2014,4,12
M310,m310,infocus,1280,720,8,2014,4.7,12
Scout 2,scout 2,ino,854,480,NULL,2015,4,12
US996,v20,us cellular,2560,1440,16,2016,5.7,12
W717,w717,haier,800,480,5,2015,4,12
Visio,visio,odys,800,1280,2,2014,10.1,12
DL700D,dl 7,digiland,480,800,0.3,2014,7,12
GT-I8700,omnia 7,samsung,800,480,5,2010,3.82,12
SM-G935R4,galaxy s7 edge,us cellular,2560,1440,12.2,2016,5.5,12
Q392,canvas juice 3,micromax,1280,720,8,2015,5,12
FS454,nimbus 8,fly,854,480,5,2016,4.5,12
Y301A1,valiant,metro pcs,800,480,3,2013,4,12
6607,u3,oppo,1920,1080,13,2015,5.9,12
Energy Phone Colors,energy phone colors,energy sistem,800,480,5,2014,4,12
SM-T561M,galaxy tab e 9.6,samsung,800,1280,5,2015,9.6,12
S50D,s50d,advan,854,480,5,2014,5,12
E140,betouch e140,acer,320,240,NULL,2011,3.92,12
C15150m,xtreme 2,kurio,600,1024,2.1,2015,7,12
SM-T707A,galaxy tab s,samsung,1600,2560,8,2014,8.4,12
RM-1113,lumia 640 lte dual sim,microsoft,1280,720,8,2015,5,12
Kat 452,kat 452,mobiistar,854,480,5,2015,4.5,12
Smart Tab II 7,smart tab ii 7,vodafone,1024,600,2,2012,7,12
HS-U961,pure 1 mini,hisense,854,480,5,2015,5,12
BS1078,bs1078,gdippo,600,1024,2,2014,10.1,12
LS-5021,earth 2,lyf,1920,1080,13,2016,5,12
Pure F,pure f,highscreen,800,480,5,2015,4,12
C811,gzone commando,casio,800,480,8,2013,4,12
8030Y,one touch hero 2,alcatel,1920,1080,13,2014,6,12
GN708W,gn708w,g-plus,960,540,NULL,2012,4.5,12
DG600,infinium,doogee,960,540,8,2014,6,12
Starextrem 4,starextrem 4,sfr,1920,1020,13,2015,5.5,12
XT897,photon q 4g lte,motorola,960,540,NULL,2012,4.3,12
SH631W,sh631w,sharp,960,540,NULL,2012,4.5,12
X81,x81,lava,1280,720,13,2016,5,12
Fire2 LTE,fire2 lte,innjoo,1280,720,13,2015,5,12
SCT21,galaxy tab s,kddi,1600,2560,8,2014,10.5,12
SM-P602,galaxy note 10.1,samsung,1600,2560,5,2014,10.1,12
Y300C,y300c,huawei,800,480,NULL,2012,4,12
X710e,raider 4g,htc,960,540,8,2011,4.5,12
9003X,one touch pixi 4 (7),alcatel,600,1024,NULL,2016,7,12
T320,blade gf3,zte,854,480,8,2015,4.5,12
MB855,photon 4g,motorola,960,540,8,2011,4.3,12
E701,cdp7tab4c8,cdiscount,600,1024,NULL,2014,7,12
AT-AS45Q2,at-as45q2,wolfgang,960,540,8,2014,4.5,12
EX3 Mini,ex3 mini,ex mobile,480,320,NULL,2012,3.5,12
L55t,xperia z3,sony,1920,1080,20.7,2014,5.2,12
PGN518,plume p6 pro,condor,1280,720,8,2016,5,12
402ZT,blade q+,softbank,854,480,5,2015,4.5,12
M2 mini,m2 mini,meizu,1280,720,13,2015,5,12
SM-T805S,galaxy tab s 10.5,samsung,1600,2560,8,2014,10.4,12
4009A,one touch pop d3,alcatel,480,320,5,2014,4,12
it1503,it1503,itel,854,480,8,2015,5,12
E86,e86,timmy,1280,720,5,2015,5.5,12
Flare S Play,flare s play,cherry mobile,1280,720,8,2015,5,12
N9130,speed,zte,960,540,5,2015,4.5,12
i9430,insight,ninetology,800,480,8,2013,3.89,12
N-04E,medias x,docomo,1280,720,13.1,2013,4.7,12
GT-S5280,galaxy star,samsung,320,240,2,2013,3,12
DG750,iron-bone,doogee,960,540,5,2014,4.7,12
80 Cobalt,80 cobalt,archos,1024,768,0.3,2012,8,12
Diamond Plus,diamond plus,archos,1920,1080,16,2015,5.5,12
M8w,one,htc,1920,1080,5,2015,5,12
MD-721B,md-721b,versus,800,480,2,NULL,7,12
5.0Q,5.0q,sky devices,1280,720,13,2014,5,12
Venus V3 5040,venus v3 5040,vestel,1280,720,8,2016,5,12
Excite C,excite c,cloudfone,854,480,5,2016,4.1,12
U972 Pro,u972 pro,hisense,1280,720,8,NULL,5,12
M-MP1S2A3G,smartpad 10.1 s2 3g,mediacom,600,1024,2,2014,10.1,12
XT910K,xt910k,motorola,960,540,NULL,2012,4.3,12
L170,life play 2,blu,960,540,8,2014,4.7,12
LS-5501,earth 1,lyf,1920,1080,13,2016,5.5,12
A8i,a8i,reeder,768,1024,5,2013,8,12
750,750,avvio,480,320,2,2012,3.5,12
M-PAD P732,m-pad p732,mmd,1280,800,2,2014,7,12
Chronos Ace,chronos ace,skk mobile,1280,720,13,2016,5,12
M512,m512,infocus,1280,768,8,2015,4.2,12
Kis II Max,kis ii max,zte,800,480,5,2013,4,12
AC45NE,45 neon,archos,854,480,5,2014,4.5,12
E100T,e100t,hisense,854,480,1.3,2014,4,12
ST21a2,xperia tipo dual,sony,480,320,NULL,2012,3.2,12
GT-N5105,galaxy note 8.0,samsung,1280,800,5,2013,8,12
LS-4505,flame 8,lyf,854,480,8,2016,4.5,12
Y622,y622,vivo,854,480,NULL,2014,4.5,12
6036A,one touch idol 2 mini,alcatel,960,540,8,2014,4.5,12
C-501,c-501,rowell,600,1024,0.3,2013,7,12
Hot 3 Lte,hot 3 lte,infinix,1280,720,13,2015,5.5,12
PMT5287 4G,multipad ranger 8.0 4g,prestigio,1024,768,5,2014,8,12
7044X,onetouch pop 2 (5) premium,alcatel,1280,720,8,2015,5,12
5035D,one touch x-pop,alcatel,960,540,5,2013,4.5,12
A110Q,a110q,micromax,854,480,8,2013,5,12
Power Rage,power rage,highscreen,1280,720,8,2016,5,12
W3500,w3500,philips,854,480,5,2013,5,12
SM-N930K,galaxy note 7,samsung,2560,1440,12,2016,5.7,12
P5 Life,p5 life,allview,854,480,5,2014,4.5,12
7C Pro,droipad 7c pro,tecno,600,1024,2,2016,7,12
SH-02F,sh-02f,docomo,1920,1080,13.1,2014,4.5,12
Q620,flare s3 mini,cherry mobile,800,480,8,2015,4,12
Studio XL,studio xl,blu,960,540,8,2015,6,12
SCH-I869,galaxy win,samsung,800,480,5,2013,4.7,12
Win HD LTE,win hd lte,blu,1280,720,8,2015,5,12
MPQC1030,mpqc1030,mpman,600,1024,2,2015,10.1,12
3D Life+,3d life+,swipe,480,800,1.3,2013,7,12
Lead 2,lead 2,leagoo,960,540,13,2014,5,12
T326h,desire p,htc,800,480,8,2013,4.3,12
001HT,desire hd,softbank,800,480,8,2010,4.3,11
Rio Play,rio play,explay,854,480,2,2014,5,11
s7-201w,ideos s7 slim,huawei,480,800,3.15,2011,7,11
MID-744,etouch everyday,laser,480,800,2,2014,7,11
A89,a89,lava,480,320,5,2016,4.5,11
Q2000,q2000,xolo,1280,720,13,2013,5.5,11
A1R,axon,zte,2560,1440,13,2015,5.5,11
F20,f20,hisense,1280,720,8,2016,5.5,11
X003,pegasus,asus,1280,720,8,2015,5,11
Arnova 101 G4,arnova 101 g4,archos,600,1024,NULL,2013,10.1,11
TAD-10082,tad-10082,denver electronics,600,1024,0.3,2014,10.1,11
ViewPad 7,viewpad 7,viewsonic,480,800,NULL,2009,7,11
Darknight,darknight,wiko,1280,720,8,2014,5,11
A25,a25,karbonn,800,480,5,2013,4.99,11
Ieos Quad,ieos quad,odys,600,1024,2,2014,10.1,11
IQ4404,spark,fly,854,480,5,2014,4.5,11
Rook,rook,ee,800,480,5,2015,4,11
NX008HD8G,premium8hd,nextbook,768,1024,2,2013,8,11
SM-T377P,samsung galaxy tab e,sprint,1280,800,NULL,2015,8,11
L701 TV,l701 tv,positivo,800,400,2,2014,7,11
SHW-M130k,galaxy k,samsung,800,480,NULL,2009,3.7,11
GT-I9228,gt-i9228,samsung,1280,800,NULL,2012,5.3,11
TP10.1-1500DC,tp10.1-1500dc,i.onik,800,1280,5,2012,10.13,11
V900,optimus pad,lg,768,1280,5,2011,8.9,11
G36C1G,andromax qi,smartfren,854,480,5,2015,4.5,11
E8Q+,e8q+,zte,1024,768,NULL,NULL,NULL,11
iPod Touch 5,ipod touch 5,apple,1136,640,5,2012,4,11
S898t,ideaphone,lenovo,1280,720,13,2013,5.3,11
9330,curve,blackberry,240,320,2,2010,2.46,11
President Classic 7,president classic 7,gfive,1280,720,8,2014,5.5,11
HS-U970,hs-u970,hisense,960,540,8,2013,5,11
PM23300,windows phone 8x,at&t,1280,720,8,2012,4.3,11
ZP951,speed 7,zopo,1920,1080,13.2,2015,5,11
Y210-0200,ascend y210d,huawei,480,320,2,2013,3.5,11
E400,betouch e400,acer,480,320,3.15,2011,2.84,11
4009D,one touch pixi 3,alcatel,480,320,5,2015,3.5,11
Aqua Ace,aqua ace,intex,1280,720,13,2015,5,11
603e,e1,htc,800,480,2,2013,4.3,11
4045D,one touch pop 2 (4),alcatel,800,480,5,2015,4,11
C3-00,c3-00,nokia,240,320,2,2010,2.4,11
I51,i51,kliton,400,240,2,2010,3.5,11
Sec_smdkv210,sec_smdkv210,apad,600,800,NULL,2011,8,11
E465g,optimus l4 ii,lg,480,320,3.2,2013,4.7,11
ZP990,captain s,zopo,1920,1080,13,2013,6,11
P81,p81,panasonic,1280,720,13,2014,5.5,11
E4506,e4506,medion,854,480,5,2015,4.5,11
FJT21,arrows tab,kddi,1600,2560,8,2013,10.1,11
v89_gq2008s,v89_gq2008s,unknown,1280,720,12.6,2013,4.59,11
TouchPad,touchpad,hp,768,1024,1.3,2011,9.699999999999999,11
VS835,stylo 2 v,verizon,1280,720,13,2016,5.7,11
Y300-0151,ascend y300,huawei,800,480,5,2013,4,11
PadPhone 72,padphone 72,kingcom,1024,600,2,2014,7,11
Aqua Power Plus,aqua power+,intex,1280,720,13,2015,5,11
YP-GI1C,galaxy player 4.2,samsung,480,800,2,2012,4.2,11
Q700S,q700s,xolo,854,480,8,2014,4.5,11
107SH,pantone 5,softbank,854,480,NULL,2012,3.7,11
T8830,ascend g309t pro,huawei,800,480,NULL,2012,4,11
D000-000001-S01,life touch,nec,480,800,NULL,2012,7,11
V96A,v96a,zte,800,1280,5,2012,10.1,11
T-704DH,t-704dh,digimate,600,1024,0.3,2014,7,11
Noir i9,noir i9,qmobile,1280,720,8,2014,5,11
E04,aurora,ecoo,1920,1080,16,2015,5.5,11
X50TS,x50ts,hasee,1920,1080,14,2014,5,11
5020T,one touch evolve,t-mobile,800,480,5,2013,4,11
L-06C,optimus pad,lg,768,1280,5,2011,8.9,11
S580A,memo s580a,posh,800,480,5,2014,5.9,11
GT01,gt01,e-mobile,1200,1920,NULL,2012,10.11,11
V880G,blade g,zte,854,480,5,2013,4.5,11
UT3S,ut3s,ugoos,NULL,NULL,NULL,2015,NULL,11
M550,m550,infocus,1920,1080,13,2015,5.5,11
SGPT211JP,tablet p,sony,960,1024,5,2011,5.5,11
SCH-R740C,galaxy discover,samsung,480,320,3,2012,3.5,11
S800c,coolpix,nikon,800,400,16,2013,3.5,11
9060,butterfly s,htc,1920,1080,4,2013,5,11
TA71CA5,ta71ca5,ecs,600,1024,2,2014,6.95,11
Flare S3 Power,flare s3 power,cherry mobile,720,1280,13,2015,5,11
9020A,trek hd,at&t,800,1280,5,2015,8,11
E501_EU,modena,coolpad,960,540,8,2015,5.5,11
Y11i T,y11i t,vivo,800,480,5,2013,4,11
Studio C Super Camera,studio c super camera,blu,1280,720,8,2015,5,11
9007X,one touch pixi 3 (7),alcatel,600,1024,2,2016,7,11
SM-N930V,galaxy note 7,verizon,2560,1440,12,2016,5.7,11
8070,8070,coolpad,800,480,3,2012,4,11
E501,e501,coolpad,960,540,NULL,2015,5.5,11
70 Xenon Color,70 xenon color,archos,1024,600,2,2016,7,11
TA2C-A41R3,slatepad,onkyo,800,1280,2,2013,10.1,11
Digital Video player,digital video player,roku,NULL,NULL,NULL,2009,NULL,11
SM-G3518,galaxy core td-lte,samsung,800,480,5,2014,4.5,11
A3000,ideatab a3000,lenovo,600,1024,5,2013,7,11
RCT6203W46L,pro10 edition ii,rca tablets,600,1024,2,2014,10.1,11
My83 DTV,my83 dtv,myphone,854,480,13,2016,5,11
X1 Soul,x1 soul,allview,1920,1080,13,2013,5,11
GT-S7390L,galaxy trend lite,samsung,800,480,3.15,2013,4,11
YP4001,yp4001,yashi,800,480,5,2014,4,11
LT28at,xperia ion,sony ericsson,1280,720,12,2012,4.55,11
S208,s208,cubot,960,540,8,2014,5,11
iris X5 4G,iris x5 4g,lava,1280,720,13,2015,5,11
Chagall,chagall,pegatron,800,1280,NULL,2012,10.13,11
40 Titanium,40 titanium,archos,800,480,5,2014,4,11
Y500-T00,ascend y500,huawei,800,480,3.1,2013,4.3,11
D950G,g flex,lg,1280,720,13,2013,6,11
V956,v956,zte,854,480,5,2013,4.5,11
X6 Plus L,x6 plus l,vivo,1920,1080,13,2015,5.7,11
H788SG,aka,lg,1280,720,8,2015,5,11
I928,i928,philips,1920,1080,13,2014,6,11
70 Xenon 7,70 xenon 7,archos,600,1024,2,2013,7,11
M463M,m1,meizu,1280,768,13,2015,5,11
H788TR,aka,lg,1280,720,8,2015,5,10
Y13iL,y13il,vivo,854,480,8,2014,4.5,10
SM-J100M,galaxy j1,samsung,800,480,5,2015,4.3,10
P360X,one touch pop 10,alcatel,800,1280,2,2015,9.6,10
U8651S,u8651s,huawei,480,320,NULL,2012,3.5,10
Y310-T10,ascend y310,huawei,800,480,3.1,2012,4,10
N9005,not3,ulefone,960,540,8,2014,5.5,10
HS-L695,hs-l695,hisense,1280,720,13,2015,5.5,10
CT1030,ct1030,carrefour,800,1280,5,2014,10.1,10
GT-S7278,galaxy ace 3,samsung,800,480,5,2013,5,10
AX1020,ax1020,bmobile,854,480,8,2015,4.5,10
LS-5009,wind 6,lyf,854,480,5,2016,5,10
Zeta,zeta,blackview,1280,720,13,2014,5,10
JY-G2F,jy-g2f,jiayu,854,480,8,2014,4.3,10
Apex 2,blade apex 2,zte,854,480,5,2014,4.5,10
Power Tab 10,power tab 10,vodacom,800,1280,2,2012,10.06,10
P08,p08,bsnl,NULL,NULL,3,NULL,7,10
ME171,eee pad memo,asus,1280,800,5,2012,7,10
SmartPro,smartpro,k-touch,800,480,2,2012,4,10
SCH-I930,ativ s/odyssey,verizon,1280,720,5,2013,4.8,10
SH-01D,sh-01d,docomo,1280,720,12.1,2011,4.5,10
MID9742,mid9742,coby,768,1024,NULL,2012,9.699999999999999,10
SM-N930L,galaxy note 7,samsung,2560,1440,12,2016,5.7,10
A7S,andromeda a7s,cross,960,540,8,2013,4.6,10
S168,s168,cubot,960,540,5,2014,5,10
SGH-T679,exhibit ii 4g/galaxy w,samsung,800,480,3.15,2011,3.7,10
VF-1397,tab speed 6,vodafone,800,1280,5,2016,8,10
601e,one mini,htc,1280,720,4,2013,4.3,10
S29,s29,q-smart,960,540,5,2015,5,10
HS-7DTB2-4GB,nova2,hipstreet,1366,768,NULL,2011,7,10
Q386,canvas fire 5,micromax,1280,720,8,2016,5.5,10
PLAY,play,starmobile,800,480,5,2014,4,10
G620-A2,snapto,huawei,1280,720,5,2015,5,10
Smart 9,smart 9,sh mobile,854,480,5,2013,5,10
M874v3,m874v3,tactile,600,1024,NULL,2012,7,10
A3300-T,a7-30,lenovo,600,1024,2,2014,7,10
Energy X Plus,energy x plus,blu,1280,720,8,2015,5.5,10
K85,grand x view,zte,1920,1280,5,2015,8,10
G60,nuvifone g60,garmin-asus,480,272,NULL,2009,NULL,10
SM-S906L,glaxy s6,straight talk,2560,1440,16,2015,5.1,10
NX785QC8G,e fun nextbook 8,i-unik,768,1024,2,2013,7.85,10
T1-821w,mediapad t1,huawei,800,1280,5,2015,8,10
H342,leon 4g,lg,854,480,5,2015,4.5,10
IM-A730S,sky vega s,pantech,800,480,5,2009,4,10
X506,zero x506,infinix,1280,720,13,2014,5,10
Y613,y613,vivo,854,480,NULL,2014,4.5,10
Life One,life one,blu,1280,720,13,2013,5,10
50 Helium Plus,50 helium plus,archos,1280,720,13,2015,5,10
C2000,c2000,tengda,854,480,8,2014,5,10
