MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,ClusterScrCam_km7
E960,36873,nexus 4,google,250.0,2012.0,11.0,2012.916666666667,4.7,8.0,1280.0,768.0,4.249999999999773,4
RM-941,35842,lumia 625,nokia,160.0,2013.0,8.0,2013.666666666667,4.7,5.0,800.0,480.0,3.4999999999997726,3
RM-1013,35588,x2 dual sim,nokia,90.0,2014.0,7.0,2014.583333333333,4.3,5.0,800.0,480.0,2.5833333333337123,2
C6602,35013,xperia z,sony,270.0,2013.0,2.0,2013.166666666667,5.01,13.1,1920.0,1080.0,3.9999999999997726,4
i-Style 2.4A,34780,i-style 2.4a,i-mobile,130.0,2014.0,,2014.5,4.0,5.0,800.0,480.0,2.6666666666667425,2
E6853,34141,xperia z5 premium,sony,500.0,2015.0,11.0,2015.916666666667,5.5,23.0,3840.0,2160.0,1.2499999999997726,5
NXT-L29,34046,mate 8,huawei,430.0,2015.0,11.0,2015.916666666667,6.0,16.0,1920.0,1080.0,1.2499999999997726,5
E6653,33882,xperia z5,sony,410.0,2015.0,10.0,2015.833333333333,5.2,23.0,1920.0,1080.0,1.3333333333337123,5
GT-I9190,33848,galaxy s4 mini,samsung,230.0,2013.0,7.0,2013.583333333333,4.3,8.0,960.0,540.0,3.5833333333337123,4
D855,33654,g3,lg,300.0,2014.0,6.0,2014.5,5.5,13.0,2560.0,1440.0,2.6666666666667425,1
SM-T719Y,32931,galaxy tab s2 ve 8.0 4g,samsung,370.0,2016.0,,2016.5,8.0,8.0,2048.0,1536.0,0.6666666666667425,0
ZE500CL (Z00D),32916,zenfone 2,asus,180.0,2015.0,3.0,2015.25,5.0,13.0,1280.0,720.0,1.9166666666667425,1
E5653,32906,xperia m5,sony,270.0,2015.0,9.0,2015.75,5.0,21.2,1920.0,1080.0,1.4166666666667425,1
i-Style 7.5,32335,i-style 7.5,i-mobile,130.0,2013.0,,2013.5,4.5,5.0,854.0,480.0,3.6666666666667425,3
D6653,32281,xperia z3,sony,340.0,2014.0,6.0,2014.5,5.2,20.7,1920.0,1080.0,2.6666666666667425,1
ZE601KL,31648,zenfone 2 laser,asus,300.0,2015.0,12.0,2016.0,6.0,13.0,1920.0,1080.0,1.1666666666667425,1
RM-821,31418,lumia 920,nokia,210.0,2012.0,11.0,2012.916666666667,4.5,8.0,1280.0,768.0,4.249999999999773,3
A5000,30838,ideatab a5000,lenovo,430.0,2014.0,4.0,2014.333333333333,7.0,8.0,1024.0,600.0,2.8333333333337123,0
C6902,30783,xperia z1,sony,330.0,2013.0,9.0,2013.75,5.0,20.7,1920.0,1080.0,3.4166666666667425,1
E5553,30712,xperia c5 ultra,sony,310.0,2015.0,8.0,2015.666666666667,6.0,13.0,1920.0,1080.0,1.4999999999997726,1
GT-I8190T,30510,galaxy s3 mini,samsung,130.0,2013.0,11.0,2013.916666666667,4.0,5.0,800.0,480.0,3.2499999999997726,3
H818,30453,g4,lg,380.0,2015.0,5.0,2015.416666666667,5.5,16.0,2560.0,1440.0,1.7499999999997726,1
GT-I9100T,30430,galaxy s2,samsung,260.0,2011.0,7.0,2011.583333333333,4.3,8.0,800.0,480.0,5.583333333333712,3
SM-T311,30228,galaxy tab 3 8.0,samsung,270.0,2013.0,7.0,2013.583333333333,8.0,5.0,1280.0,800.0,3.5833333333337123,6
IdeaTab A3000-H,30029,ideatab a3000-h,lenovo,90.0,2013.0,1.0,2013.083333333333,7.0,5.0,600.0,1024.0,4.083333333333712,6
i-Style 7.3,29999,i-style 7.3,i-mobile,130.0,2013.0,,2013.5,4.5,5.0,854.0,480.0,3.6666666666667425,3
M2 Note,29379,blue charm note 2,meizu,200.0,2015.0,6.0,2015.5,5.5,13.0,1920.0,1080.0,1.6666666666667425,1
F3116,29109,xperia xa dual,sony,300.0,2016.0,6.0,2016.5,5.0,13.0,1280.0,720.0,0.6666666666667425,1
SM-C111,28499,galaxy k zoom,samsung,440.0,2014.0,6.0,2014.5,4.8,20.7,1280.0,720.0,2.6666666666667425,5
Blade V6,28358,blade v6,zte,80.0,2015.0,8.0,2015.666666666667,5.0,13.0,1280.0,720.0,1.4999999999997726,1
SCL-U23,28219,y6,huawei,140.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,2
V815W,28149,blade 3,zte,70.0,2014.0,2.0,2014.166666666667,4.0,5.0,800.0,480.0,2.9999999999997726,2
Z150,27674,liquid z5,acer,150.0,2014.0,10.0,2014.833333333333,5.0,5.0,854.0,480.0,2.3333333333337123,2
D690,27332,g3 stylus,lg,240.0,2014.0,10.0,2014.833333333333,5.5,13.0,960.0,540.0,2.3333333333337123,1
Blade V0720,27282,blade v7 lite,zte,120.0,2016.0,2.0,2016.166666666667,5.0,13.0,1280.0,720.0,0.9999999999997726,1
GT-I8160L,27102,galaxy ace 2,samsung,130.0,2012.0,5.0,2012.416666666667,3.8,5.0,800.0,480.0,4.749999999999773,3
Lumia 535,26569,lumia 535,microsoft,80.0,2014.0,12.0,2015.0,5.0,5.0,960.0,540.0,2.1666666666667425,2
ZE500KG (Z00RD),26420,zenfone 2 laser,asus,200.0,2015.0,10.0,2015.833333333333,5.0,13.0,1280.0,720.0,1.3333333333337123,1
SHV-E250S,26290,galaxy note 2,samsung,450.0,2012.0,4.0,2012.333333333333,5.5,8.0,1280.0,720.0,4.833333333333712,4
V830,26091,blade g lux,zte,100.0,2014.0,2.0,2014.166666666667,4.5,5.0,854.0,480.0,2.9999999999997726,2
GT-N7000B,26048,galaxy note,samsung,270.0,2011.0,10.0,2011.833333333333,5.3,8.0,1280.0,800.0,5.333333333333712,4
RM-885,25676,lumia 720,nokia,200.0,2013.0,4.0,2013.333333333333,4.3,6.1,800.0,480.0,3.8333333333337123,3
C5302,24482,xperia sp,sony,180.0,2013.0,4.0,2013.333333333333,4.6,8.0,1280.0,720.0,3.8333333333337123,3
GT-P6200,24414,galaxy tab 7.0 plus,samsung,260.0,2011.0,10.0,2011.833333333333,7.0,3.15,1024.0,600.0,5.333333333333712,6
C2305,24303,xperia c,sony,220.0,2013.0,7.0,2013.583333333333,5.0,8.0,960.0,540.0,3.5833333333337123,4
Model 2,24172,model 2,oioo,300.0,2014.0,8.0,2014.666666666667,7.0,0.2,600.0,1024.0,2.4999999999997726,0
S90-A,24002,sisley,lenovo,260.0,2014.0,11.0,2014.916666666667,5.0,13.0,1280.0,720.0,2.2499999999997726,1
X909,23978,find 5,oppo,240.0,2012.0,1.0,2012.083333333333,5.0,13.0,1920.0,1080.0,5.083333333333712,4
Mi Max,23814,mi max,xiaomi,260.0,2016.0,5.0,2016.416666666667,6.44,16.0,1920.0,1080.0,0.7499999999997726,1
Iris 354,23647,iris 354,lava,80.0,2013.0,,2013.5,3.5,2.0,480.0,320.0,3.6666666666667425,3
RM-994,23604,lumia 1320,nokia,210.0,2013.0,1.0,2013.083333333333,6.0,5.0,1280.0,720.0,4.083333333333712,6
Mi 5,23505,mi 5,xiaomi,370.0,2016.0,10.0,2016.833333333333,5.15,16.0,1920.0,1080.0,0.3333333333337123,1
CHC-U23,23467,g play mini,huawei,170.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,720.0,1.8333333333337123,1
Z130,22672,liquid z3,acer,110.0,2013.0,10.0,2013.833333333333,3.5,3.15,480.0,320.0,3.3333333333337123,3
ME371MG,22645,fonepad,asus,160.0,2013.0,1.0,2013.083333333333,7.0,1.2,800.0,1280.0,4.083333333333712,6
GRA-UL00,22572,p8,huawei,240.0,2015.0,1.0,2015.083333333333,5.2,13.0,1920.0,1080.0,2.0833333333337123,1
SM-G316HU,22332,galaxy s duos 3,samsung,220.0,2015.0,8.0,2015.666666666667,4.0,5.0,800.0,480.0,1.4999999999997726,2
Hol-U19,22171,honor holly,huawei,140.0,2014.0,10.0,2014.833333333333,5.0,8.0,1280.0,720.0,2.3333333333337123,2
Desire 820s,21651,desire 820s,htc,180.0,2014.0,6.0,2014.5,5.5,13.0,1280.0,720.0,2.6666666666667425,1
SM-G316M,21640,galaxy ace 4 neo,samsung,220.0,2014.0,8.0,2014.666666666667,4.0,5.0,800.0,480.0,2.4999999999997726,2
A526,21520,a526,lenovo,70.0,2014.0,6.0,2014.5,4.5,5.0,854.0,480.0,2.6666666666667425,2
GT-I9070,21472,galaxy s advance,samsung,150.0,2012.0,4.0,2012.333333333333,4.3,5.0,800.0,480.0,4.833333333333712,3
GT-S5310,21284,galaxy pocket neo,samsung,370.0,2013.0,,2013.5,3.0,2.0,320.0,240.0,3.6666666666667425,3
Z90a40,20910,vibe shot,lenovo,300.0,2015.0,6.0,2015.5,5.0,16.0,1920.0,1080.0,1.6666666666667425,1
GT-I8160,20776,galaxy ace 2,samsung,130.0,2012.0,5.0,2012.416666666667,3.8,5.0,800.0,480.0,4.749999999999773,3
F3216,20683,xperia xa ultra dual,sony,380.0,2016.0,7.0,2016.583333333333,6.0,21.5,1920.0,1080.0,0.5833333333337123,5
Z205,20642,liquid z205,acer,90.0,2014.0,9.0,2014.75,4.0,2.0,800.0,480.0,2.4166666666667425,2
R1011,20582,joy plus,oppo,100.0,2015.0,5.0,2015.416666666667,4.0,3.0,800.0,480.0,1.7499999999997726,2
XT1032,20190,moto g,motorola,240.0,2013.0,8.0,2013.666666666667,4.5,5.0,1280.0,720.0,3.4999999999997726,3
P70-A,19640,p70-a,lenovo,240.0,2014.0,2.0,2014.166666666667,5.0,13.0,1280.0,720.0,2.9999999999997726,1
X5Max,19623,x5max,vivo,430.0,2014.0,3.0,2014.25,5.5,13.0,1920.0,1080.0,2.9166666666667425,5
RM-892,19596,lumia 925,nokia,260.0,2013.0,6.0,2013.5,4.5,8.7,1280.0,768.0,3.6666666666667425,4
Mi 4W,19374,mi 4,xiaomi,300.0,2014.0,3.0,2014.25,5.0,13.0,1920.0,1080.0,2.9166666666667425,4
T00G,19232,zenfone 6,asus,250.0,2014.0,5.0,2014.416666666667,6.0,13.0,1280.0,720.0,2.7499999999997726,1
GT-P3110,18774,galaxy tab 7,samsung,150.0,2012.0,5.0,2012.416666666667,7.0,3.15,1024.0,600.0,4.749999999999773,6
GT-S5360,18721,galaxy y,samsung,180.0,2011.0,,2011.5,3.0,2.0,320.0,240.0,5.6666666666667425,3
RM-1075,18495,lumia 640 lte,microsoft,150.0,2015.0,4.0,2015.333333333333,5.0,8.0,1280.0,720.0,1.8333333333337123,2
RM-846,18401,lumia 620,nokia,120.0,2012.0,1.0,2012.083333333333,3.8,5.0,800.0,480.0,5.083333333333712,3
SM-G130HN,18229,galaxy young 2,samsung,100.0,2014.0,10.0,2014.833333333333,3.5,3.15,480.0,320.0,2.3333333333337123,2
A328,18222,a328,lenovo,330.0,2014.0,1.0,2014.083333333333,4.5,5.0,854.0,480.0,3.0833333333337123,4
Z370CG (P01V),18188,zenpad 7.0,asus,160.0,2015.0,8.0,2015.666666666667,7.0,8.0,1280.0,800.0,1.4999999999997726,0
Magic,18124,magic,htc,90.0,2015.0,5.0,2015.416666666667,5.0,5.0,854.0,480.0,1.7499999999997726,2
A5500-HV,17490,a8-50,lenovo,140.0,2014.0,6.0,2014.5,8.0,5.0,1280.0,800.0,2.6666666666667425,0
SM-C101,17446,galaxy s4 zoom,samsung,280.0,2013.0,7.0,2013.583333333333,4.3,16.0,960.0,540.0,3.5833333333337123,4
G750-U10,17316,honor 3x g750,huawei,250.0,2013.0,12.0,2014.0,5.5,13.0,1280.0,720.0,3.1666666666667425,4
GT-S5310B,16893,galaxy pocket neo,samsung,370.0,2013.0,,2013.5,3.0,2.0,320.0,240.0,3.6666666666667425,3
A1000-G,16841,ideatab a1000,lenovo,100.0,2013.0,9.0,2013.75,7.0,0.3,600.0,1024.0,3.4166666666667425,6
SHV-E250K,16703,galaxy note 2,samsung,450.0,2012.0,4.0,2012.333333333333,5.5,8.0,1280.0,720.0,4.833333333333712,4
A6020a46,16275,vibe k5 plus,lenovo,140.0,2016.0,4.0,2016.333333333333,5.0,13.0,1920.0,1080.0,0.8333333333337123,1
A369i,16265,a369i,lenovo,70.0,2013.0,,2013.5,4.0,2.0,800.0,480.0,3.6666666666667425,3
FE375CG (K019),16262,fonepad 7,asus,210.0,2014.0,,2014.5,7.0,5.0,800.0,1280.0,2.6666666666667425,6
D335,16139,l bello dual,lg,100.0,2014.0,9.0,2014.75,5.0,8.0,854.0,480.0,2.4166666666667425,2
Z500,16013,liquid z500,acer,150.0,2014.0,,2014.5,5.0,8.0,1280.0,720.0,2.6666666666667425,2
RM-1045,15582,lumia 930,nokia,370.0,2014.0,7.0,2014.583333333333,5.0,20.0,1920.0,1080.0,2.5833333333337123,5
GT-N7105,15574,galaxy note 2 lte,samsung,300.0,2012.0,9.0,2012.75,5.55,8.0,1280.0,720.0,4.4166666666667425,4
C6603,15571,xperia z,sony,270.0,2013.0,2.0,2013.166666666667,5.01,13.1,1920.0,1080.0,3.9999999999997726,4
GT-I9250,14978,galaxy nexus,google,240.0,2012.0,1.0,2012.083333333333,4.65,5.0,1280.0,720.0,5.083333333333712,3
S60-a,14962,s60,lenovo,280.0,2015.0,3.0,2015.25,5.0,13.0,1280.0,720.0,1.9166666666667425,1
Y600-U20,14819,ascend y600,huawei,100.0,2014.0,6.0,2014.5,5.0,5.0,854.0,480.0,2.6666666666667425,2
LT26i,14751,xperia s,sony ericsson,180.0,2012.0,4.0,2012.333333333333,4.3,12.0,1280.0,720.0,4.833333333333712,4
S920,14555,s920,lenovo,250.0,2013.0,5.0,2013.416666666667,5.3,8.0,1280.0,720.0,3.7499999999997726,4
RM-1068,14497,lumia 435,microsoft,70.0,2015.0,2.0,2015.166666666667,4.0,2.0,800.0,480.0,1.9999999999997726,2
RM-825,14294,lumia 820,nokia,170.0,2012.0,11.0,2012.916666666667,4.3,8.0,800.0,480.0,4.249999999999773,3
GT-S6310,14278,galaxy young,samsung,90.0,2013.0,3.0,2013.25,3.28,3.15,480.0,320.0,3.9166666666667425,3
MT7-L09,14180,ascend mate 7,huawei,500.0,2014.0,3.0,2014.25,6.0,13.0,1920.0,1080.0,2.9166666666667425,5
GT-S5360B,13901,galaxy y,samsung,180.0,2013.0,,2013.5,3.0,2.0,320.0,240.0,3.6666666666667425,3
PF500KL (T00N),13882,padfone s,asus,250.0,2014.0,7.0,2014.583333333333,5.0,13.0,1920.0,1080.0,2.5833333333337123,1
SM-T819,13876,galaxy tab s2,samsung,520.0,2016.0,9.0,2016.75,9.7,8.0,1536.0,2048.0,0.41666666666674246,0
P7-L10,13871,ascend p7,huawei,180.0,2014.0,5.0,2014.416666666667,5.0,13.0,1920.0,1080.0,2.7499999999997726,1
T06,13864,liquid zest,acer,200.0,2016.0,7.0,2016.583333333333,5.0,13.0,1280.0,720.0,0.5833333333337123,1
RM-1096,13692,lumia 640 xl dual sim,microsoft,200.0,2015.0,4.0,2015.333333333333,5.7,13.0,1280.0,720.0,1.8333333333337123,1
A6020a40,13624,vibe k5,lenovo,140.0,2016.0,4.0,2016.333333333333,5.0,13.0,1280.0,720.0,0.8333333333337123,1
F5122,13594,xperia x,sony,400.0,2016.0,5.0,2016.416666666667,5.0,23.0,1920.0,1080.0,0.7499999999997726,5
7D-501u,13393,mediapad x1,huawei,350.0,2014.0,4.0,2014.333333333333,7.0,13.0,1920.0,1200.0,2.8333333333337123,1
SM-N910F,13364,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
H790,13316,nexus 5x,google,270.0,2015.0,10.0,2015.833333333333,5.2,12.3,1920.0,1080.0,1.3333333333337123,1
SM-G800F,13311,galaxy s5 mini,samsung,220.0,2014.0,7.0,2014.583333333333,4.5,8.0,1280.0,720.0,2.5833333333337123,2
S930,13289,s930,lenovo,220.0,2013.0,12.0,2014.0,6.0,8.0,1280.0,720.0,3.1666666666667425,4
D5303,13236,xperia t2 ultra,sony,280.0,2014.0,3.0,2014.25,6.0,13.0,1280.0,720.0,2.9166666666667425,1
Pro 4 Tab 9.0,13023,pro 4 tab 9.0,piranha,270.0,2016.0,2.0,2016.166666666667,9.0,2.0,1024.0,600.0,0.9999999999997726,0
D2533,12933,xperia c3,sony,190.0,2014.0,8.0,2014.666666666667,5.5,5.0,1280.0,720.0,2.4999999999997726,2
GT-S6810P,12894,galaxy fame,samsung,120.0,2013.0,3.0,2013.25,3.5,5.0,480.0,320.0,3.9166666666667425,3
ALE-L21,12828,p8 lite,huawei,170.0,2015.0,5.0,2015.416666666667,5.0,13.0,1280.0,720.0,1.7499999999997726,1
ZC551KL (Z01BDC),12779,zenfone 3 laser,asus,270.0,2016.0,8.0,2016.666666666667,5.5,8.0,1920.0,1080.0,0.4999999999997726,1
A500KL (T00P),12766,zenfone 5,asus,430.0,2014.0,7.0,2014.583333333333,5.0,8.0,1280.0,720.0,2.5833333333337123,4
RM-1040,12459,lumia 730,nokia,170.0,2014.0,9.0,2014.75,4.7,6.7,1280.0,720.0,2.4166666666667425,2
K910L,12368,vibe z,lenovo,480.0,2013.0,11.0,2013.916666666667,5.5,13.0,1920.0,1080.0,3.2499999999997726,5
ADR6400L,12316,incredible hd,verizon,230.0,2011.0,3.0,2011.25,4.3,8.0,800.0,480.0,5.9166666666667425,3
P8max,12237,p8max,huawei,500.0,2015.0,7.0,2015.583333333333,6.8,13.0,1920.0,1080.0,1.5833333333337123,5
SM-G530H,12226,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,2
GT-S6310B,12201,galaxy young,samsung,90.0,2013.0,3.0,2013.25,3.27,3.15,480.0,320.0,3.9166666666667425,3
RM-1141,12111,lumia 540 dual sim,microsoft,100.0,2015.0,5.0,2015.416666666667,5.0,8.0,1280.0,720.0,1.7499999999997726,2
PE-TL10,12073,honor 6 plus,huawei,320.0,2014.0,12.0,2015.0,5.5,8.0,1920.0,1080.0,2.1666666666667425,4
SM-A310F,11826,galaxy a3,samsung,230.0,2015.0,12.0,2016.0,4.8,13.0,1280.0,720.0,1.1666666666667425,1
N5116,11749,n1 mini,oppo,330.0,2014.0,8.0,2014.666666666667,5.0,13.0,1280.0,720.0,2.4999999999997726,1
SM-G903F,11729,galaxy s5 neo,samsung,370.0,2015.0,,2015.5,5.1,16.0,1920.0,1080.0,1.6666666666667425,1
SM-N9208,11640,galaxy note 5,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
E2353,11618,xperia m4 aqua,sony,200.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,1
S650,11560,s650,lenovo,270.0,2013.0,12.0,2014.0,4.7,8.0,960.0,540.0,3.1666666666667425,4
G6-U251,11356,ascend g6,huawei,140.0,2014.0,2.0,2014.166666666667,4.5,8.0,960.0,540.0,2.9999999999997726,2
GEM-702L,11306,mediapad x2,huawei,350.0,2015.0,5.0,2015.416666666667,7.0,13.0,1200.0,1920.0,1.7499999999997726,1
SM-J500FN,11271,galaxy j5,samsung,160.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,1
D5503,11237,xperia z1 compact,sony,320.0,2014.0,1.0,2014.083333333333,4.3,20.7,1280.0,720.0,3.0833333333337123,1
Nexus 6P,11212,nexus 6p,google,600.0,2015.0,11.0,2015.916666666667,5.7,12.3,2560.0,1440.0,1.2499999999997726,5
H502,11103,magna,lg,140.0,2015.0,5.0,2015.416666666667,5.0,8.0,1280.0,720.0,1.7499999999997726,2
Redmi Note 2,11092,redmi note 2,xiaomi,160.0,2015.0,8.0,2015.666666666667,5.5,13.0,1920.0,1080.0,1.4999999999997726,1
A6010,11069,a6010,lenovo,150.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,2
A0001,11021,one,oneplus,400.0,2014.0,6.0,2014.5,5.5,13.0,1920.0,1080.0,2.6666666666667425,5
GT-I9060,10967,galaxy grand neo,samsung,130.0,2014.0,2.0,2014.166666666667,5.0,5.0,800.0,480.0,2.9999999999997726,2
G7-L03,10860,ascend g7,huawei,260.0,2014.0,10.0,2014.833333333333,5.5,13.0,1280.0,720.0,2.3333333333337123,1
A3500-HV,10833,a7-50,lenovo,240.0,2014.0,6.0,2014.5,7.0,5.0,1280.0,800.0,2.6666666666667425,0
SHV-E210S,10829,galaxy s3 lte,samsung,140.0,2012.0,7.0,2012.583333333333,4.8,8.0,1280.0,720.0,4.583333333333712,3
D2303,10829,xperia m2,sony,200.0,2014.0,4.0,2014.333333333333,4.8,8.0,960.0,540.0,2.8333333333337123,2
A56,10776,ninja 2,micromax,80.0,2012.0,7.0,2012.583333333333,3.5,3.15,480.0,320.0,4.583333333333712,3
G620S-L02,10401,g620s,huawei,180.0,2014.0,11.0,2014.916666666667,5.0,8.0,1280.0,720.0,2.2499999999997726,2
A390,10317,a390,lenovo,70.0,2013.0,8.0,2013.666666666667,4.0,5.0,800.0,480.0,3.4999999999997726,3
Fire Phone,10224,fire phone,amazon,80.0,2014.0,6.0,2014.5,4.7,13.0,1280.0,720.0,2.6666666666667425,1
S1a40,10051,vibe s1,lenovo,270.0,2015.0,11.0,2015.916666666667,5.0,13.0,1920.0,1080.0,1.2499999999997726,1
GT-I9195,10034,galaxy s4 mini,samsung,230.0,2013.0,7.0,2013.583333333333,4.3,8.0,960.0,540.0,3.5833333333337123,4
SM-G313ML,10026,galaxy ace 4,samsung,250.0,2014.0,8.0,2014.666666666667,4.0,5.0,800.0,480.0,2.4999999999997726,2
Z528/T07,10024,liquid zest 4g,acer,110.0,2016.0,4.0,2016.333333333333,5.0,8.0,1280.0,720.0,0.8333333333337123,2
MT7-TL10,10002,ascend mate 7,huawei,500.0,2014.0,3.0,2014.25,6.0,13.0,1920.0,1080.0,2.9166666666667425,5
Z017D,9794,zenfone 3,asus,360.0,2016.0,8.0,2016.666666666667,5.2,16.0,1920.0,1080.0,0.4999999999997726,1
S850,9769,s850,lenovo,200.0,2014.0,6.0,2014.5,5.0,13.0,1280.0,720.0,2.6666666666667425,1
One Max,9713,one max,htc,370.0,2013.0,11.0,2013.916666666667,5.9,4.0,1920.0,1080.0,3.2499999999997726,4
A3300,9580,a7-30,lenovo,240.0,2014.0,11.0,2014.916666666667,7.0,2.0,1024.0,600.0,2.2499999999997726,0
A7-30HC,9576,tab 2,lenovo,90.0,2015.0,1.0,2015.083333333333,7.0,2.0,1024.0,600.0,2.0833333333337123,6
K900,9566,k900,lenovo,360.0,2013.0,4.0,2013.333333333333,5.5,13.0,1920.0,1080.0,3.8333333333337123,4
Mi 4 LTE,9510,mi 4 lte,xiaomi,230.0,2014.0,12.0,2015.0,5.0,13.0,1920.0,1080.0,2.1666666666667425,1
A1-830,9444,iconia a1-830,acer,130.0,2014.0,3.0,2014.25,7.9,5.0,1024.0,768.0,2.9166666666667425,6
SM-G900I,9366,galaxy s5,samsung,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,5
SM-G313HZ,9341,galaxy ace nxt,samsung,250.0,2014.0,8.0,2014.666666666667,4.0,3.15,800.0,480.0,2.4999999999997726,2
SM-T550,9339,galaxy tab a,samsung,370.0,2015.0,,2015.5,9.7,5.0,1024.0,768.0,1.6666666666667425,0
S800,9299,global edition,chl,120.0,2016.0,6.0,2016.5,5.0,8.0,960.0,540.0,0.6666666666667425,2
U7015,9041,find way,oppo,280.0,2013.0,12.0,2014.0,4.5,8.0,960.0,540.0,3.1666666666667425,4
C6833,8995,xperia z ultra lte,sony,280.0,2013.0,7.0,2013.583333333333,6.4,8.0,1920.0,1080.0,3.5833333333337123,4
Y600-U151,8952,ascend y600,huawei,100.0,2014.0,6.0,2014.5,5.0,5.0,854.0,480.0,2.6666666666667425,2
One E8 Dual Sim,8903,one e8 dual sim,htc,350.0,2014.0,11.0,2014.916666666667,5.0,13.0,1920.0,1080.0,2.2499999999997726,1
SM-G130M,8902,galaxy young 2,samsung,100.0,2014.0,10.0,2014.833333333333,3.5,3.15,480.0,320.0,2.3333333333337123,2
SM-T331,8876,galaxy tab 4 8.0,samsung,300.0,2014.0,6.0,2014.5,8.0,3.15,1280.0,800.0,2.6666666666667425,0
GT-S6102,8853,galaxy y duos,samsung,80.0,2012.0,2.0,2012.166666666667,3.14,3.15,320.0,240.0,4.999999999999773,3
P1a42,8759,vibe p1,lenovo,260.0,2015.0,2.0,2015.166666666667,5.5,13.0,1920.0,1080.0,1.9999999999997726,1
D5803,8659,xperia z3 compact,sony,330.0,2014.0,9.0,2014.75,4.6,20.7,1280.0,720.0,2.4166666666667425,1
SHV-E330S,8645,galaxy s4 lte-a,samsung,390.0,2013.0,,2013.5,5.0,13.0,1920.0,1080.0,3.6666666666667425,4
SM-G920I,8593,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
ME175CG (K00Z),8497,fonepad 7,asus,220.0,2014.0,10.0,2014.833333333333,7.0,5.0,800.0,1280.0,2.3333333333337123,0
D5833,8457,xperia z3 compact,sony,330.0,2014.0,9.0,2014.75,4.6,20.7,1280.0,720.0,2.4166666666667425,1
Z380KL (P024),8349,zenpad 8.0,asus,280.0,2015.0,7.0,2015.583333333333,8.0,8.0,800.0,1280.0,1.5833333333337123,0
Pro,8270,beeline pro,beeline,270.0,2015.0,2.0,2015.166666666667,4.5,8.0,854.0,480.0,1.9999999999997726,2
C6903,8129,xperia z1,sony,330.0,2013.0,9.0,2013.75,5.0,20.7,1920.0,1080.0,3.4166666666667425,1
GT-I9205,8081,galaxy mega,samsung,500.0,2013.0,4.0,2013.333333333333,6.3,8.0,1280.0,720.0,3.8333333333337123,4
PB1-750M,7920,pb1-750m,lenovo,230.0,2015.0,6.0,2015.5,6.8,13.0,1280.0,720.0,1.6666666666667425,1
816G,7894,desire 816g dual sim,htc,260.0,2014.0,10.0,2014.833333333333,5.5,13.0,1280.0,720.0,2.3333333333337123,1
SM-G925I,7758,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-J700H,7755,galaxy j7,samsung,250.0,2015.0,6.0,2015.5,5.5,13.0,1280.0,720.0,1.6666666666667425,1
Y511-U251,7745,y511-u251,huawei,130.0,2013.0,12.0,2014.0,4.5,3.0,854.0,480.0,3.1666666666667425,3
SM-A300FU,7638,galaxy a3,samsung,230.0,2014.0,12.0,2015.0,4.5,8.0,960.0,540.0,2.1666666666667425,2
GT-I9305,7615,galaxy s3 lte,samsung,320.0,2012.0,9.0,2012.75,4.8,8.0,1280.0,720.0,4.4166666666667425,4
C6802,7583,xperia z ultra,sony,280.0,2013.0,7.0,2013.583333333333,6.4,8.0,1920.0,1080.0,3.5833333333337123,4
SM-G928F,7510,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
A3000,7491,3,lenovo,230.0,2016.0,12.0,2017.0,7.0,16.0,1920.0,1080.0,0.16666666666674246,1
GT-I8190,7490,galaxy s3 mini,samsung,130.0,2012.0,11.0,2012.916666666667,4.0,5.0,800.0,480.0,4.249999999999773,3
SM-N910G,7476,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
ME173X (K00U),7428,memo pad hd7,asus,130.0,2013.0,7.0,2013.583333333333,7.0,5.0,1280.0,800.0,3.5833333333337123,6
SM-G313H,7424,galaxy ace nxt,samsung,250.0,2014.0,8.0,2014.666666666667,4.0,3.15,800.0,480.0,2.4999999999997726,2
