MODEL, REACH, MARKETING_NAME, VENDOR, PRICE_RELEASED, YEAR_RELEASED, MONTH_RELEASED, TIME_RELEASED, DIAGONAL_SCREEN_SIZE, CAMERA_PIXELS, DISPLAY_HEIGHT, DISPLAY_WIDTH
N70,3,n70,nokia,NULL,2012,NULL,2012.5,6.98,2,600,1024
GT-S7275B,3,galaxy ace 3,samsung,130,2013,7,2013.583333333333,4,5,800,480
I7400,3,black pearl,ninetology,NULL,2012,NULL,2012.5,4,NULL,800,480
K3409,3,tvpad slim,cyrus,NULL,2012,NULL,2012.5,7,5,600,1024
Centurion 3,3,centurion 3,brondi,330,2014,1,2014.083333333333,5,8,854,480
Dragon Touch M10X,3,dragon touch m10x,tablet express,NULL,2015,NULL,2015.5,10.1,5,768,1366
SM-T332,3,galaxy tab 4 7.0,samsung,370,2014,NULL,2014.5,7,3.15,1280,800
M-IPRO10,3,m-ipro10,mediacom,NULL,2015,NULL,2015.5,10.1,5,800,1280
TAB 7i 8GB 3G,3,tab 7i 8gb 3g,wexler,110,2012,10,2012.833333333333,7,2,600,1024
XT911,3,digiflip pro xt911,flipkart,NULL,2014,NULL,2014.5,8.9,5,1200,1920
PSP3509DUO,3,wize e3,prestigio,NULL,2015,NULL,2015.5,5,5,854,480
ColorTab 7,3,colortab 7,bitmore,110,2015,5,2015.416666666667,7,0.3,600,1024
A88X,3,a88x,alldaymall,130,2014,1,2014.083333333333,7,2,600,1024
Spira C2,3,spira c2,argos,NULL,2015,NULL,2015.5,5,13,1280,720
SGH-T779,3,galaxy tab 2,samsung,370,2012,NULL,2012.5,10.13,NULL,800,1280
V913,3,v913,konka,NULL,2011,NULL,2011.5,3.52,NULL,480,320
Uno X10,3,uno x10,odys,340,2013,7,2013.583333333333,10.1,2,600,1024
Maven 10 Plus,3,maven 10 plus,odys,50,2015,6,2015.5,10.1,2,600,1024
D320AR,3,l70,lg,150,2014,4,2014.333333333333,4.5,5,800,480
Andi 4F ARC3,3, andi 4f arc3,iball,NULL,2015,NULL,2015.5,4,5,800,480
TX201LAF,3,tx201laf,asus,NULL,2014,NULL,2014.5,11.6,5,1920,1080
Aqua Turbo 4G,3,aqua turbo 4g,intex,NULL,2015,NULL,2015.5,5,5,1280,720
Venti 4G,3,venti 4g,oplus,NULL,2016,NULL,2016.5,6,8,960,540
VTAB1008,3,vtab1008,vizio,NULL,2011,NULL,2011.5,8,NULL,1024,768
V2 Viper X Plus,3,v2 viper x plus,allview,NULL,2015,NULL,2015.5,5.5,13,1280,720
101K,3,kyocera 101k,softbank,100,2012,8,2012.666666666667,3.49,5.15,800,480
Ixion M150,3,ixion m150,dexp,NULL,2015,NULL,2015.5,5,8,720,1280
U972,3,u972,hisense,NULL,2015,NULL,2015.5,5,8,1280,720
Aqua Y2,3,aqua y2,intex,NULL,2013,2,2013.166666666667,4,5,854,480
PG41200,3,pg41200,htc,220,2011,6,2011.5,NULL,NULL,600,1024
T8788,3,7 surround,htc,90,2010,11,2010.916666666667,3.8,5,800,480
Cloud M6 16GB,3,cloud m6 16gb,intex,NULL,2015,NULL,2015.5,5,8,854,480
IS11PT,3,mirach,kddi,NULL,2011,NULL,2011.5,3.7,5,800,480
MB853,3,electrify,motorola,270,2010,8,2010.666666666667,4.3,8,960,540
SM-T677A,3,galaxy view,at&t,NULL,2015,NULL,2015.5,18.4,2.1,1920,1080
XT557,3,defy xt,motorola,160,2012,7,2012.583333333333,3.7,NULL,854,480
N2s,3,n2s,tecno,NULL,2016,NULL,2016.5,4,5,800,480
Orin QS,3,orin qs,vonino,NULL,2015,NULL,2015.5,7,0.3,600,1024
GS02,3,gs02,emobile,130,2011,12,2012,4,NULL,854,480
Mg12,3,mg12,noa,NULL,2015,NULL,2015.5,4.7,16,1280,720
Q345,3,canvas selfie lens,micromax,120,2015,6,2015.5,4,5,1280,720
Prestige Prime 10ES,3,prestige prime 10es,visual land,600,2015,5,2015.416666666667,10.1,5,800,1280
B79,3,b79,star,NULL,2011,NULL,2011.5,4.3,NULL,960,540
SCH-I699,3,galaxy trend,samsung,150,2012,9,2012.75,4,NULL,800,480
10DTB12A,3,phoenix,hipstreet,NULL,2014,NULL,2014.5,10.1,2,600,1024
GT-B5330L,3,galaxy chat,samsung,150,2012,10,2012.833333333333,3.01,2,320,240
SM-N7505L,3,galaxy note 3 neo,samsung,410,2014,2,2014.166666666667,5.5,8,1280,720
6990 LVW,3,windows phone 8x,verizon,170,2012,11,2012.916666666667,4.29,8,1280,720
Z667T,3,zinger,zte,NULL,2014,10,2014.833333333333,3.5,2,480,320
Ixion MS350,3,rock plus,dexp,NULL,2015,NULL,2015.5,5,8,1280,720
Ione (i818),3,ione (i818),ubox,90,2016,1,2016.083333333333,NULL,NULL,NULL,NULL
Aquila 080-1008,3,aquila 080-1008,cmx,NULL,2013,NULL,2013.5,8,0.3,768,1024
GT17A,3,jupiter plus,dtc,NULL,2014,NULL,2014.5,4.7,13,720,1280
N9520,3,boost max,zte,NULL,2014,NULL,2014.5,5.7,8,1280,720
Q417,3,canvas mega 4g,micromax,150,2015,12,2016,5.5,13,1280,720
GT-C3310,3,champ deluxe,samsung,300,2012,6,2012.5,2.8,1.3,320,240
SM-N910T2,3,galaxy note 4,t-mobile,550,2014,NULL,2014.5,5.7,16,2560,1440
IQ4514 Quad,3,evo tech 4,fly,NULL,2014,NULL,2014.5,5,8,1280,720
E500,3,e500,logicom,240,2015,2,2015.166666666667,5.5,13,1280,720
HP-H868,3,hp-h868,haipai,NULL,2013,NULL,2013.5,6,8,1280,720
A74A,3,winner t,evercoss,90,2015,9,2015.75,4,5,800,480
TT175,3,tt175,turk telecom,NULL,2015,8,2015.666666666667,5.5,13,1920,1080
S12,3,s12,lava,NULL,2011,NULL,2011.5,3.2,NULL,480,320
Omega Pro,3,omega pro,blackview,110,2015,12,2016,5,13,1280,720
Aqua Craze,3,aqua craze,intex,NULL,2015,1,2015.083333333333,5,8,1280,720
T515,3,cookie duo,lg,NULL,2011,NULL,2011.5,2.8,2,320,240
NX1,3,nx1,dtc,NULL,2014,NULL,2014.5,7,8,1280,800
F480K,3,wine smart,lg,NULL,2014,NULL,2014.5,3.5,8,480,320
ALCO-9,3,alco-9,alco mobile,NULL,2014,NULL,2014.5,NULL,NULL,NULL,NULL
PMP5880D,3,multipad 5880,prestigio,NULL,2012,NULL,2012.5,8,5,1024,786
P702,3,canvas tab p702,micromax,240,2015,2,2015.166666666667,7,5,1024,600
Stealth G5 10.1,3,stealth g5 10.1,trio,NULL,2015,NULL,2015.5,10.1,2,600,1024
Noir i7,3,noir i7,qmobile,120,2014,9,2014.75,4.5,5,960,540
Orange Reyo,3,orange reyo,zte,NULL,2014,NULL,2014.5,5,5,854,480
D107,3,l20,lg,460,2014,12,2015,3,2,320,240
Ixion EL250,3,amper,dexp,NULL,2015,NULL,2015.5,5,5,854,480
it1702,3,it1702,itel,NULL,2015,NULL,2015.5,7,8,600,1024
Dark Evo P60,3,dark evo p60,akortek,NULL,2014,NULL,2014.5,6,8,960,540
Enjoy 71,3,enjoy 71,msi,NULL,2013,NULL,2013.5,7,2,600,1024
E550,3,e550,argom tech,310,2015,8,2015.666666666667,5.5,8,960,540
Arrow,3,arrow,blackview,NULL,2015,NULL,2015.5,5,16,1920,1080
OT-991,3,one touch 991,alcatel,NULL,2012,NULL,2012.5,4,3.15,480,320
CT1000,3,ct1000,carrefour,NULL,2015,NULL,2015.5,10.1,0.3,600,1024
A5S,3,smart a5s,karbonn,430,2014,1,2014.083333333333,4,5,800,480
4G450,3,zap 5,polytron,NULL,2015,1,2015.083333333333,4.5,5,854,480
GT-I9128I,3,galaxy grand mobile,samsung,370,2013,NULL,2013.5,5,8,800,480
Dynamic Maxi,3,dynamic maxi,ngm,NULL,2013,NULL,2013.5,5.5,8,854,480
GS700,3,gs700,general satellite,NULL,2014,NULL,2014.5,7,2,600,1024
GT-C3303,3,gt-c3303,samsung,270,2010,6,2010.5,2.4,1.3,320,240
X2 Soul Lite,3,x2 soul lite,allview,120,2015,6,2015.5,5,8,1280,720
L550,3,l550,landvo,NULL,2014,12,2015,5,8,960,540
AT-AS40SE,3,at-as40se,wolfgang,NULL,2013,NULL,2013.5,4,5,800,480
M502,3,mizu,navon,NULL,2014,NULL,2014.5,5,8,960,540
TurboPhone4G compact 1210,3,turbophone4g compact 1210,motive,NULL,2016,NULL,2016.5,4.5,5,854,480
D820mu,3,desire 820 mini,htc,320,2014,11,2014.916666666667,5,8,1280,720
Dash X Plus,3,dash x plus,blu,NULL,2015,3,2015.25,5.5,8,1280,720
Iris Atom X,3,iris atom x,lava,80,2015,11,2015.916666666667,4,2,800,480
Y3S,3,y3s,tecno,NULL,2015,NULL,2015.5,3.5,3,480,320
Q491,3,canvas amaze 4g,micromax,NULL,2015,NULL,2015.5,5,8,1280,720
S11t,3,s11t,vivo,160,2013,10,2013.833333333333,4.3,5,800,480
H120,3,omega hd 2,cherry mobile,NULL,2013,NULL,2013.5,5,12,1280,720
5950,3,5950,coolpad,260,2013,1,2013.083333333333,5.5,5,960,540
A58,3,bolt,micromax,NULL,2013,NULL,2013.5,3.5,2,480,320
Ixion ML2 5,3,ixion ml2 5,dexp,NULL,2015,NULL,2015.5,5,13,1280,720
TerraPad 1001,3,terrapad 1001,wortmann,NULL,2012,NULL,2012.5,9.77,NULL,768,1024
P-06D,3,eluga v,docomo,NULL,2012,NULL,2012.5,4.6,NULL,1280,720
Ls-4006,3,flame 7,lyf,NULL,2016,NULL,2016.5,4,5,800,480
MT917,3,mt917,motorola,220,2011,12,2012,4.29,NULL,1280,720
Prime S,3,omega,highscreen,150,2014,8,2014.666666666667,4.7,8,1280,720
E1052GP,3,e1052gp,logicom,NULL,2013,NULL,2013.5,10.1,0.3,600,1024
PWS700EJR,3,gonomad,gonomad,NULL,2012,NULL,2012.5,7.01,NULL,480,800
A760,3,a760,lenovo,150,2013,10,2013.833333333333,4.5,5,854,480
Tab1050,3,tab1050,logicom,NULL,2013,NULL,2013.5,10.1,NULL,600,1024
GT-S5750E,3,gt-s5750e,samsung,120,2011,10,2011.833333333333,3.07,NULL,400,240
PSP3455DUO,3,grace x3,prestigio,NULL,2014,NULL,2014.5,4.5,8,854,480
P7-L05,3,ascend p7,huawei,180,2014,5,2014.416666666667,5,13,1920,1080
SCH-I929,3,galaxy s2,samsung,310,2011,6,2011.5,4.53,8,800,480
10DTB12,3,phoenix,hipstreet,NULL,2014,NULL,2014.5,10.1,2,600,1024
IQ4504,3,evo energy 5,fly,NULL,2014,NULL,2014.5,5,5,854,480
A5 Easy,3,a5 easy,allview,NULL,2015,NULL,2015.5,4,NULL,800,480
S400,3,s400,obi,NULL,2014,7,2014.583333333333,4,2,800,480
Novo 7 Legend,3,novo 7 legend,ainol,NULL,2012,NULL,2012.5,6.99,NULL,600,800
Benefit M3S,3,benefit m3s,ark,NULL,2014,NULL,2014.5,5,2,854,480
Xelio 10 Pro,3,xelio 10 pro,odys,460,2013,12,2014,10.1,2,800,1280
A7iS,3,a7is,reeder,370,2014,2,2014.166666666667,7,2,600,1024
GT-S6010,3,galaxy music,samsung,370,2012,NULL,2012.5,2.99,NULL,320,240
UPC-300-2.2,3,upc-300-2.2,viewsonic,230,2010,12,2011,NULL,NULL,600,1024
K200,3,x style,lg,200,2016,9,2016.75,5,8,1280,720
XT886,3,xt886,motorola,210,2012,6,2012.5,4.3,NULL,960,540
PDX0-01,3,pdx0-01,sxz,NULL,2012,NULL,2012.5,7,2,800,480
Aqua Q1+,3,aqua q1+,intex,NULL,2015,2,2015.166666666667,4.5,5,854,480
A580,3,a580,lenovo,170,2012,9,2012.75,4.3,NULL,800,480
Glee 10.1,3,glee 10.1,spc,NULL,2015,NULL,2015.5,10.1,5,600,1024
Aqua Q7 Pro,3,aqua q7 pro,intex,NULL,2015,NULL,2015.5,4.5,2,854,480
D375AR,3,l80 dual,lg,150,2014,NULL,2014.5,5,5,800,480
GT-I9168,3,gt-i9168,samsung,370,2014,NULL,2014.5,5,5,800,480
M355,3,mx3,meizu,NULL,2013,NULL,2013.5,5.1,8,1800,1080
PRBT 761,3,prbt 761,probook,NULL,2013,NULL,2013.5,7,2,480,800
V790,3,movistar motion,zte,100,2012,11,2012.916666666667,3.5,3.15,480,320
AP4-014,3,ap4-014,onix,NULL,2016,NULL,2016.5,4,2,800,480
MPQC1007,3,mpqc1007,mpman,NULL,2015,NULL,2015.5,10.1,0.3,600,1024
Y923,3,y923,vivo,NULL,2015,NULL,2015.5,4.5,5,854,480
T72H 3G,3,t72h 3g,oysters,NULL,2014,NULL,2014.5,7,2,600,1024
Hero X,3,hero x,mobicel,160,2014,10,2014.833333333333,7,5,600,1024
SU370,3,su370,lg,NULL,2009,NULL,2009.5,2,1.3,220,176
X60,3,x60,qmobile,90,2014,1,2014.083333333333,4,5,800,480
F666,3,f666,nerlmlay,150,2016,1,2016.083333333333,10.1,5,800,1280
T221,3,blade af3,zte,140,2015,7,2015.583333333333,4,5,800,480
M84g,3,airtab,dns,NULL,2013,NULL,2013.5,8,2,768,1024
PGN-507,3,c9,condor,NULL,2015,NULL,2015.5,4.8,8,1280,720
Eon4i,3,eon4i,zigo,NULL,2013,NULL,2013.5,4,5,800,420
S5E Core,3,s5e core,advan,NULL,2014,NULL,2014.5,5,5,854,480
1030TPC,3,cyberpad,iview,NULL,2012,NULL,2012.5,10,2,768,1024
ZP330,3,color c,zopo,NULL,2015,NULL,2015.5,4.5,5,854,480
10 G2,3,10 g2,hp,NULL,2015,NULL,2015.5,10.1,5,800,1280
Eluga Z,3,eluga z,panasonic,NULL,2015,NULL,2015.5,5,13,1280,720
i211,3,i211,isuper,NULL,2013,NULL,2013.5,2,1,108,45
HSG1310,3,hsg1310,hannspree,NULL,2015,NULL,2015.5,10.1,2,600,1024
Viper i V1,3,viper i v1,allview,NULL,2014,NULL,2014.5,4.7,8,960,540
Maxwell Lite,3,maxwell lite,bq,NULL,2012,2,2012.166666666667,6.98,NULL,1024,600
GT-S7566,3,galaxy s duos,samsung,130,2012,5,2012.416666666667,4,3.1,800,480
T23 Duo,3,t23 duo,myphone,NULL,2012,NULL,2012.5,2.8,2,320,240
A92,3,a92,micromax,110,2013,7,2013.583333333333,5,5,800,480
P9090,3,discover,pantech,450,2012,4,2012.333333333333,4.8,12.6,1280,720
L007,3,l007,fly-ying,NULL,2013,NULL,2013.5,7,3,768,1024
Dynamic Wing,3,dynamic wing,ngm,NULL,2014,NULL,2014.5,5,13,960,540
Kis 3 Max,3,kis 3 max,zte,120,2014,11,2014.916666666667,4.5,5,854,480
6032X,3,one touch idol alpha,alcatel,100,2013,10,2013.833333333333,4.7,13,1280,720
Star Edition III,3,star edition iii,sfr,NULL,2014,NULL,2014.5,4,3.15,800,480
KU5900,3,optimus black,lg,110,2011,5,2011.416666666667,4,5,480,320
P7-L12,3,ascend p7,huawei,180,2014,5,2014.416666666667,5,13,1920,1080
3S M3G,3,3s m3g,tcl,120,2015,6,2015.5,5,13,1920,1080
Studio 7.0 II,3,studio 7.0 ii,blu,NULL,2015,8,2015.666666666667,7,5,1024,600
V Tab 7 Lite III,3,v tab 7 lite iii,vestel,120,2015,3,2015.25,7,2,600,1024
IS11CA,3,gzone is11ca,kddi,NULL,2011,NULL,2011.5,3.6,8,800,480
GT-S7350,3,gt-s7350,samsung,370,2009,NULL,2009.5,2.61,5,400,240
ZiiO 7 Inch,3,ziio 7 inch,creative,NULL,2010,NULL,2010.5,NULL,NULL,800,400
XT1564,3,xt1564,motorola,320,2015,8,2015.666666666667,5.5,21,1920,1080
H250,3,h250,symphony,NULL,2015,NULL,2015.5,5,13,1280,720
E80w,3,e80w,pioneer,NULL,2012,NULL,2012.5,4.62,8,854,480
W410U,3,win jr,blu,NULL,2014,4,2014.333333333333,4,5,800,480
T9987,3,t9987,telsda,NULL,2013,NULL,2013.5,4,5,800,480
Color,3,color,komu,110,2014,5,2014.416666666667,4.5,8,960,540
Bravo Z11,3,bravo z11,magnus,150,2015,11,2015.916666666667,4,2,800,480
Air,3,air,mobicel,NULL,2015,6,2015.5,5,13,1280,720
W970,3,expose,konka,NULL,2013,NULL,2013.5,4.5,8,960,540
SM-G3568V,3,galaxy core mini,verizon,160,2014,7,2014.583333333333,4.3,5,800,480
eTab,3,etab,lava,NULL,2012,NULL,2012.5,7.01,2,800,480
D100AR,3,l20,lg,460,2014,12,2015,3,2,320,240
OS500,3,os500,obee,NULL,2014,NULL,2014.5,4.3,NULL,480,800
5017D,3,pixi 3 (4.5),alcatel,NULL,2015,NULL,2015.5,4.5,5,854,480
ISW11F,3,arrows z,kddi,NULL,2011,NULL,2011.5,4.29,NULL,1280,720
M812i,3,m812i,infocus,NULL,2015,NULL,2015.5,5.5,13,1920,1080
Via T17,3,via t17,casper,NULL,2014,NULL,2014.5,7,2,600,1024
N9977,3,star note 2,star,NULL,2012,NULL,2012.5,6,5,854,480
114,3,114,nokia,NULL,2012,NULL,2012.5,1.8,0.3,160,128
Xplorer ZII,3,xplorer zii,symphony,190,2013,3,2013.25,4.8,13,1280,720
A95X,3,a95x,nexbox,70,2015,NULL,2015.5,NULL,NULL,NULL,NULL
Ixion EL350,3,volt,dexp,NULL,2015,NULL,2015.5,5,5,1280,720
GT-I9128,3,galaxy grand,samsung,370,2013,NULL,2013.5,5,8,800,480
SP-360,3,sp-360,simvalley,NULL,2013,NULL,2013.5,4.7,8,1280,720
Kindle 3,3,kindle 3,amazon,NULL,2010,NULL,2010.5,6,NULL,800,600
V188S,3,v188s,gionee,NULL,2014,NULL,2014.5,5,8,1280,720
Y538,3,y538,huawei,100,2015,2,2015.166666666667,4.1,5,854,480
TM-8041HD,3,tm-8041hd,texet,NULL,2012,NULL,2012.5,8,2,1024,768
4034A,3,pixi 4 (4),alcatel,NULL,2016,1,2016.083333333333,4,5,800,480
Venus X3,3,venus x3,hotwav,NULL,2015,NULL,2015.5,5.5,5,1280,720
Endeavour 800NG,3,endeavour 800ng,blaupunkt,NULL,2013,NULL,2013.5,8,2,768,1024
Odyssey Pacman 2,3,odyssey pacman 2,zh&k,NULL,2016,NULL,2016.5,5.5,8,1280,720
PAP7600DUO,3,multiphone 7600 duo,prestigio,NULL,2014,NULL,2014.5,6,13,1280,720
SM-G930R6,3,galaxy s7,samsung,850,2016,9,2016.75,5.1,12,2560,1440
SM-G3502,3,galaxy core duos tv plus,samsung,150,2013,10,2013.833333333333,4.3,5,800,480
T9189,3,t9189,t-mobile,180,2011,5,2011.416666666667,3.8,2,800,480
A35C Lite,3,a35c lite,azumi,NULL,2015,NULL,2015.5,3.5,5,NULL,NULL
President Smart 2,3,president smart 2,gfive,80,2015,NULL,2015.5,4,2,800,480
Staraddict 3,3,staraddict 3,sfr,NULL,2013,NULL,2013.5,4.5,8,960,540
S50F,3,s50f,advan,NULL,2015,2,2015.166666666667,5,5,1280,720
E77,3,e77,g-tide,230,2013,4,2013.333333333333,4,5,800,480
T-01C,3,regza phone t-01c,docomo,NULL,2010,10,2010.833333333333,4,NULL,854,480
Studio Selfie,3,studio selfie,blu,NULL,2015,5,2015.416666666667,5,5,854,480
U8500,3,ideos x2,huawei,90,2009,NULL,2009.5,3.2,NULL,480,320
A1-860,3,iconia tab 8,acer,NULL,2015,NULL,2015.5,8,5,800,1280
M8Q,3,m8q,roofull,NULL,2016,NULL,2016.5,NULL,NULL,NULL,NULL
NX404H,3,nubia z5s mini,zte,NULL,2014,NULL,2014.5,4.7,13,1280,720
80XSK,3,80xsk,archos,NULL,2012,NULL,2012.5,8,1.3,768,1024
Viva H701 LTE,3,viva h701 lte,allview,NULL,2015,NULL,2015.5,7,NULL,1024,600
52 Platinum,3,52 platinum,archos,NULL,2014,NULL,2014.5,5.25,8,1280,720
RS6,3,rs6,evobt,NULL,2014,NULL,2014.5,5,13,1920,1080
Lumia 625H,3,lumia 625h,nokia,160,2013,8,2013.666666666667,4.7,5,800,480
S4503Q,3,s4503q,dns,NULL,2014,NULL,2014.5,4.5,8,960,540
PC36100,3,evo 4g,htc,180,2010,5,2010.416666666667,4.3,8,800,480
T528w,3,t528w,htc,NULL,2012,NULL,2012.5,4.3,NULL,800,480
S240B,3,micro x,posh,NULL,2015,NULL,2015.5,2.45,2,432,240
TA10CA3,3,ta10ca3,intel,NULL,2013,NULL,2013.5,10.1,5,800,1280
SH90B,3,aquos phone sh90b,sharp,NULL,2014,NULL,2014.5,4.8,13.1,1920,1080
C6725,3,hydro vibe,sprint,NULL,2014,NULL,2014.5,4.5,8,960,540
Soft Stone,3,soft stone,tmn,NULL,2010,NULL,2010.5,2.8,3.1,320,240
Max Find 5.0,3,max find 5.0,ione,NULL,2015,2,2015.166666666667,5,8,540,960
SCH-R920,3,galaxy attain,samsung,100,2012,2,2012.166666666667,3.5,3.15,480,320
IQ451,3,vista,fly,NULL,2013,NULL,2013.5,5.01,8,1280,720
Prime,3,prime,tmovi,80,2015,5,2015.416666666667,4.5,12,854,480
TouchBook 7.0,3,touchbook 7.0,blu,70,2011,11,2011.916666666667,7,3.15,800,480
106SH,3,106sh,softbank,NULL,2012,NULL,2012.5,4.7,12.1,1280,720
Blade HN,3,blade hn,zte,100,2014,4,2014.333333333333,5,13,1280,720
DM-992A,3,vega ii,brava,NULL,2012,NULL,2012.5,4,5,800,480
OT-6034R,3,one touch idol s,alcatel,NULL,2013,NULL,2013.5,4.7,8,1280,720
Chaser,3,chaser,virgin,NULL,2012,NULL,2012.5,3.2,NULL,480,320
IM-A750K,3,im-a750k,pantech,NULL,2011,NULL,2011.5,NULL,NULL,800,480
7100i,3,7100i,blackberry,NULL,2004,NULL,2004.5,2.33,NULL,260,240
F1453,3,f1453,quatro,NULL,2014,NULL,2014.5,5,13,1280,720
Z797C,3,quartz,zte,110,2014,7,2014.583333333333,5.5,8,960,540
X114,3,xfactor quad,colors mobile,NULL,2015,2,2015.166666666667,4.5,8,960,540
SURFpad,3,surfpad,pocketbook,NULL,2012,NULL,2012.5,7.01,NULL,480,800
San Francisco,3,san francisco,orange,170,2010,11,2010.916666666667,3.5,3.15,800,480
Q4T7IN,3,touch pad mid 7,qilive,NULL,2015,NULL,2015.5,7,5,960,540
PAD720,3,pad720,armix,NULL,2012,NULL,2012.5,7,0.3,480,800
G906 Plus,3,g906 plus,yxtel,550,2014,7,2014.583333333333,4,0.3,800,480
M005,3,m005,eken,NULL,2012,NULL,2012.5,8,1.3,800,600
A789,3,a789,lenovo,150,2012,8,2012.666666666667,4,NULL,800,480
R8205,3,r1c,oppo,NULL,2015,NULL,2015.5,5,13,1280,720
PGN-508,3,c6+,condor,NULL,2015,NULL,2015.5,5,5.5,854,480
GT-S7562L,3,galaxy s duos,samsung,110,2012,9,2012.75,4,NULL,800,480
VS910,3,revolution,verizon,80,2011,5,2011.416666666667,4.3,5,800,480
Fox S453,3,fox s453,obi,NULL,2014,NULL,2014.5,4.5,5,1280,720
Benefit A3,3,benefit a3,ark,NULL,2015,NULL,2015.5,5,8,1280,720
SHW-M100S,3,galaxy a,samsung,110,2010,2,2010.166666666667,3.7,5,800,480
MT2-L02,3,ascend mate 2,huawei,330,2014,1,2014.083333333333,6.1,13,1920,1080
Mini MX,3,mini mx,beelink,360,2015,10,2015.833333333333,NULL,NULL,NULL,NULL
LUA-L01,3,y3 ii,huawei,80,2016,6,2016.5,4.5,5,854,480
PSP5508DUO,3,multiphone 5508 duo,prestigio,NULL,2014,NULL,2014.5,5,13,1280,720
AT-AS43D4,3,at-as43d4,wolfgang,NULL,2013,NULL,2013.5,4.3,5,800,480
RG220,3,swift plus,ruggear,NULL,2013,NULL,2013.5,3.2,5,480,320
Streak 7,3,streak 7,dell,450,2009,4,2009.333333333333,7,5,480,800
V182,3,v182,gionee,NULL,2013,NULL,2013.5,4.5,5,854,480
P041,3,flytouch 3 clone,unknown,NULL,2011,NULL,2011.5,NULL,NULL,600,1024
Octa,3,octa,starmobile,NULL,2014,1,2014.083333333333,5,18,1920,1080
7461-CI1100,3,7461-ci1100,promedia,NULL,2012,NULL,2012.5,7,NULL,600,800
Ultra Tab 10.1,3,ultra tab 10.1,piranha,850,2013,3,2013.25,10.1,3.2,800,1280
BPA9730,3,bpa9730,bliss,NULL,2012,NULL,2012.5,9.699999999999999,NULL,768,1024
IS03,3,is03,kddi,NULL,2010,NULL,2010.5,3.5,NULL,960,640
NWZ-Z1000,3,nwz-z1000,sony,NULL,2012,NULL,2012.5,4.3,NULL,800,480
Y600-U40,3,ascend y600,huawei,100,2014,6,2014.5,5,5,854,480
Q327,3,bolt q327,micromax,110,2016,5,2016.416666666667,4,5,854,480
N850,3,fury,zte,NULL,2012,NULL,2012.5,3.5,5,480,320
SYX-T704,3,syx-t704,syrox,NULL,NULL,NULL,NULL,7,2,600,1024
Aqua Air,3,aqua air,intex,NULL,2015,10,2015.833333333333,5,2,854,480
MyTablet 2,3,mytablet 2,argos,NULL,2013,NULL,2013.5,8,0.3,1024,768
TM9S775,3,tm9s775,tmax,NULL,2013,NULL,2013.5,9,3,600,1024
V9A,3,light tab 2,zte,250,2011,2,2011.166666666667,7,3.2,1027,600
Blade A465,3,blade a465,zte,100,2015,4,2015.333333333333,5,8,854,480
Ixion M LTE 5,3,ixion m lte 5,dexp,NULL,2015,NULL,2015.5,5,8,1280,720
A34,3,a34,avus,NULL,2014,NULL,2014.5,5,8,960,540
PMT5487,3,multipad 4 quantum,prestigio,NULL,2014,NULL,2014.5,8,2,800,1280
Slidepad NG9708,3,slidepad ng9708,memup,NULL,2012,NULL,2012.5,9.699999999999999,NULL,768,1024
LS-5005,3,water 4,lyf,NULL,2015,NULL,2015.5,5,13,1280,720
VS920,3,spectrum,lg,130,2012,1,2012.083333333333,4.5,8,1280,720
Primo EF,3,primo ef,walton,220,2014,4,2014.333333333333,4.5,5,854,480
5065X,3,one touch pop 3 (5),alcatel,NULL,2015,NULL,2015.5,5,5,854,480
D681,3,g pro lite,lg,250,2013,11,2013.916666666667,5.5,8,960,540
P-05D,3,panasonic p-05d,docomo,NULL,2012,NULL,2012.5,4.3,8,960,540
SPH-D700,3,epic 4g,sprint,130,2010,9,2010.75,3.06,NULL,800,480
SO-01B,3,xperia x10,docomo,NULL,2009,NULL,2009.5,4,8,854,480
SGH-I717R,3,galaxy note,samsung,350,2012,1,2012.083333333333,5.3,NULL,1280,800
G526-L33,3,ascend g526,huawei,260,2013,7,2013.583333333333,4.5,5,960,540
SC-1010JBBT,3,matrix mid,supersonic,NULL,2013,NULL,2013.5,10.1,2,600,1024
6600,3,6600,nokia,NULL,2008,NULL,2008.5,2.1,NULL,208,176
N730,2,n730,jiake,NULL,2014,NULL,2014.5,5,8,1280,720
TPA60W,2,tpa60w,acer,NULL,2011,NULL,2011.5,10.1,0.3,800,1280
Andi 5F Infinito,2,andi 5f infinito,iball,NULL,2015,NULL,2015.5,5,8,960,540
SU37,2,su37,lg,NULL,2010,NULL,2010.5,3.2,3.15,480,320
Andy 6EL LTE,2,andy 6el lte,yezz,NULL,2015,11,2015.916666666667,6,8,1280,720
SGP561,2,xperia z2 tablet,verizon,NULL,2014,NULL,2014.5,10.1,8,1200,1920
RCT6672W23,2,7 mercury,rca tablets,NULL,2014,NULL,2014.5,7,2,600,1024
Aqua Star II HD,2,aqua star ii hd,intex,NULL,2015,NULL,2015.5,5,8,1280,720
A7N,2,a7n,evercoss,NULL,2015,NULL,2015.5,5,8,960,540
A3800D,2,a3800d,lenovo,NULL,2015,NULL,2015.5,4.5,5,854,480
C8812,2,ascend,huawei,NULL,2012,NULL,2012.5,4,3.15,800,480
CT820,2,ct820,carrefour,NULL,2013,NULL,2013.5,8,2,768,1024
M83g,2,airtab,dns,NULL,2013,NULL,2013.5,8,2,768,1024
